"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"free agencyKyle Anderson","2018-07-08","Kyle Anderson","free agency","Grizzlies","signed restricted free agent to a 4-year, $37.2M contract (Spurs declined to match Grizzlies offer sheet)","On 2018-07-08, Kyle Anderson is signed restricted free agent to a 4-year, $37.2M contract (Spurs declined to match Grizzlies offer sheet) by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyLeBron James","2018-07-09","LeBron James","free agency","Lakers","signed unrestricted free agent to a 4-year, $153.5M contract","On 2018-07-09, LeBron James is signed unrestricted free agent to a 4-year, $153.5M contract by Lakers",FALSE,FALSE,"Lakers"
"free agencyKyle O'Quinn","2018-07-09","Kyle O'Quinn","free agency","Pacers","signed unrestricted free agent to a 1-year, $4.45M contract","On 2018-07-09, Kyle O'Quinn is signed unrestricted free agent to a 1-year, $4.45M contract by Pacers",FALSE,FALSE,"Pacers"
"Duncan Robinsonfree agency","2018-07-10","Duncan Robinson","free agency","Heat","signed free agent to a two way contract","On 2018-07-10, Duncan Robinson is signed free agent to a two way contract by Heat",FALSE,FALSE,"Heat"
"free agencyJairus Lyles","2018-07-12","Jairus Lyles","free agency","Jazz","signed free agent","On 2018-07-12, Jairus Lyles is signed free agent by Jazz",FALSE,FALSE,"Jazz"
"free agencyNoah Vonleh","2018-07-13","free agency","Noah Vonleh","Bulls","waived","On 2018-07-13, Noah Vonleh becomes a free agent from Bulls",FALSE,FALSE,"Bulls"
"Jeremy LinJeremy Lin","2018-07-13","Jeremy Lin","Jeremy Lin","Hawks","trade with Nets","On 2018-07-13, Hawks make trade with Nets for Jeremy Lin, and in exhchange give Jeremy Lin to them.",FALSE,FALSE,"Hawks, Nets"
"Braian Angola-Rodasfree agency","2018-07-13","Braian Angola-Rodas","free agency","Magic","signed free agent","On 2018-07-13, Braian Angola-Rodas is signed free agent by Magic",FALSE,FALSE,"Magic"
"Isaia CordinierJeremy Lin","2018-07-13","Isaia Cordinier","Jeremy Lin","Nets","trade with Hawks","On 2018-07-13, Nets make trade with Hawks for rights to Isaia Cordinier, and in exhchange give Jeremy Lin to them.",FALSE,TRUE,"Nets, Hawks"
"free agencyKendrick Nunn","2018-07-13","Kendrick Nunn","free agency","Warriors","signed free agent","On 2018-07-13, Kendrick Nunn is signed free agent by Warriors",FALSE,FALSE,"Warriors"
"Darrell ArthurIsaiah Whitehead","2018-07-13","Darrell Arthur","Isaiah Whitehead","Nets","trade with Nuggets","On 2018-07-13, Nets make trade with Nuggets for Darrell Arthur, and in exhchange give Isaiah Whitehead to them.",FALSE,FALSE,"Nets, Nuggets"
"Isaiah WhiteheadKenneth Faried","2018-07-13","Kenneth Faried","Isaiah Whitehead","Nets","trade with Nuggets","On 2018-07-13, Nets make trade with Nuggets for Kenneth Faried, and in exhchange give Isaiah Whitehead to them.",FALSE,FALSE,"Nets, Nuggets"
"free agencyPaul Zipser","2018-07-14","free agency","Paul Zipser","Bulls","waived","On 2018-07-14, Paul Zipser becomes a free agent from Bulls",FALSE,FALSE,"Bulls"
"free agencyJabari Parker","2018-07-14","Jabari Parker","free agency","Bulls","signed unrestricted free agent to a 2-year, $40M contract (second year is team option","On 2018-07-14, Jabari Parker is signed unrestricted free agent to a 2-year, $40M contract (second year is team option by Bulls",FALSE,FALSE,"Bulls"
"free agencyKadeem Allen","2018-07-15","free agency","Kadeem Allen","Celtics","waived","On 2018-07-15, Kadeem Allen becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"free agencyKeenan Evans","2018-07-15","Keenan Evans","free agency","Pistons","signed free agent to a two way contract","On 2018-07-15, Keenan Evans is signed free agent to a two way contract by Pistons",FALSE,FALSE,"Pistons"
"free agencyIsaiah Thomas","2018-07-16","Isaiah Thomas","free agency","Nuggets","signed unrestricted free agent to a 1-year, $2M contract","On 2018-07-16, Isaiah Thomas is signed unrestricted free agent to a 1-year, $2M contract by Nuggets",FALSE,FALSE,"Nuggets"
"Elijah Stewartfree agency","2018-07-16","Elijah Stewart","free agency","Pacers","signed free agent to a 1-year contract","On 2018-07-16, Elijah Stewart is signed free agent to a 1-year contract by Pacers",FALSE,FALSE,"Pacers"
"Brook Lopezfree agency","2018-07-17","Brook Lopez","free agency","Bucks","signed unrestricted free agent to a 1-year, $3.4M contract","On 2018-07-17, Brook Lopez is signed unrestricted free agent to a 1-year, $3.4M contract by Bucks",FALSE,FALSE,"Bucks"
"Ben McLemoreGarrett Temple","2018-07-17","Garrett Temple","Ben McLemore","Grizzlies","trade with Kings","On 2018-07-17, Grizzlies make trade with Kings for Garrett Temple, and in exhchange give Ben McLemore to them.",FALSE,FALSE,"Grizzlies, Kings"
"Deyonta DavisGarrett Temple","2018-07-17","Garrett Temple","Deyonta Davis","Grizzlies","trade with Kings","On 2018-07-17, Grizzlies make trade with Kings for Garrett Temple, and in exhchange give Deyonta Davis to them.",FALSE,FALSE,"Grizzlies, Kings"
"cashGarrett Temple","2018-07-17","Garrett Temple","cash","Grizzlies","trade with Kings","On 2018-07-17, Grizzlies make trade with Kings for Garrett Temple, and in exhchange give $1.5M cash to them.",FALSE,FALSE,"Grizzlies, Kings"
"free agencyShabazz Napier","2018-07-17","Shabazz Napier","free agency","Nets","signed unrestricted free agent to a 2-year, $3.8M contract","On 2018-07-17, Shabazz Napier is signed unrestricted free agent to a 2-year, $3.8M contract by Nets",FALSE,FALSE,"Nets"
"free agencyIsaiah Whitehead","2018-07-17","free agency","Isaiah Whitehead","Nuggets","waived","On 2018-07-17, Isaiah Whitehead becomes a free agent from Nuggets",FALSE,FALSE,"Nuggets"
"free agencyTrevon Bluiett","2018-07-17","Trevon Bluiett","free agency","Pelicans","signed free agent to a two way contract","On 2018-07-17, Trevon Bluiett is signed free agent to a two way contract by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyJoel Berry II","2018-07-18","Joel Berry II","free agency","Lakers","signed free agent","On 2018-07-18, Joel Berry II is signed free agent by Lakers",FALSE,FALSE,"Lakers"
"DeMar DeRozanKawhi Leonard","2018-07-18","Kawhi Leonard","DeMar DeRozan","Raptors","trade with Spurs","On 2018-07-18, Raptors make trade with Spurs for Kawhi Leonard, and in exhchange give DeMar DeRozan to them.",FALSE,FALSE,"Raptors, Spurs"
"Jakob PoeltlKawhi Leonard","2018-07-18","Kawhi Leonard","Jakob Poeltl","Raptors","trade with Spurs","On 2018-07-18, Raptors make trade with Spurs for Kawhi Leonard, and in exhchange give Jakob Poeltl to them.",FALSE,FALSE,"Raptors, Spurs"
"Danny GreenDeMar DeRozan","2018-07-18","Danny Green","DeMar DeRozan","Raptors","trade with Spurs","On 2018-07-18, Raptors make trade with Spurs for Danny Green, and in exhchange give DeMar DeRozan to them.",FALSE,FALSE,"Raptors, Spurs"
"Danny GreenJakob Poeltl","2018-07-18","Danny Green","Jakob Poeltl","Raptors","trade with Spurs","On 2018-07-18, Raptors make trade with Spurs for Danny Green, and in exhchange give Jakob Poeltl to them.",FALSE,FALSE,"Raptors, Spurs"
"cashDeMar DeRozan","2018-07-18","cash","DeMar DeRozan","Raptors","trade with Spurs","On 2018-07-18, Raptors make trade with Spurs for $5M cash, and in exhchange give DeMar DeRozan to them.",FALSE,FALSE,"Raptors, Spurs"
"cashJakob Poeltl","2018-07-18","cash","Jakob Poeltl","Raptors","trade with Spurs","On 2018-07-18, Raptors make trade with Spurs for $5M cash, and in exhchange give Jakob Poeltl to them.",FALSE,FALSE,"Raptors, Spurs"
"Channing Fryefree agency","2018-07-19","Channing Frye","free agency","Cavaliers","signed unrestricted free agent to a 1-year, $2.4M contract","On 2018-07-19, Channing Frye is signed unrestricted free agent to a 1-year, $2.4M contract by Cavaliers",FALSE,FALSE,"Cavaliers"
"free agencyJeffrey Carroll","2018-07-19","Jeffrey Carroll","free agency","Lakers","signed free agent","On 2018-07-19, Jeffrey Carroll is signed free agent by Lakers",FALSE,FALSE,"Lakers"
"Dante Cunninghamfree agency","2018-07-19","Dante Cunningham","free agency","Spurs","signed unrestricted free agent to a 1-year, $2.5M contract","On 2018-07-19, Dante Cunningham is signed unrestricted free agent to a 1-year, $2.5M contract by Spurs",FALSE,FALSE,"Spurs"
"cashRichaun Holmes","2018-07-20","cash","Richaun Holmes","76ers","trade with Suns","On 2018-07-20, 76ers make trade with Suns for $1M cash, and in exhchange give Richaun Holmes to them.",FALSE,FALSE,"76ers, Suns"
"free agencyYuta Watanabe","2018-07-20","Yuta Watanabe","free agency","Grizzlies","signed free agent to a 2-year, two way contract","On 2018-07-20, Yuta Watanabe is signed free agent to a 2-year, two way contract by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyNemanja Bjelica","2018-07-20","Nemanja Bjelica","free agency","Kings","signed unrestricted free agent to a 3-year, $20.5M contract","On 2018-07-20, Nemanja Bjelica is signed unrestricted free agent to a 3-year, $20.5M contract by Kings",FALSE,FALSE,"Kings"
"Dakari JohnsonRodney Purvis","2018-07-20","Dakari Johnson","Rodney Purvis","Magic","trade with Thunder","On 2018-07-20, Magic make trade with Thunder for Dakari Johnson, and in exhchange give Rodney Purvis to them.",FALSE,FALSE,"Magic, Thunder"
"cashRodney Purvis","2018-07-20","cash","Rodney Purvis","Magic","trade with Thunder","On 2018-07-20, Magic make trade with Thunder for cash, and in exhchange give Rodney Purvis to them.",FALSE,FALSE,"Magic, Thunder"
"Darrell ArthurJared Dudley","2018-07-20","Jared Dudley","Darrell Arthur","Nets","trade with Suns","On 2018-07-20, Nets make trade with Suns for Jared Dudley, and in exhchange give Darrell Arthur to them.",FALSE,FALSE,"Nets, Suns"
"free agencyGarlon Green","2018-07-20","Garlon Green","free agency","Pelicans","signed free agent to a multi-year contract / signed free agent to a two way contract","On 2018-07-20, Garlon Green is signed free agent to a multi-year contract / signed free agent to a two way contract by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyJohnathan Williams","2018-07-21","Johnathan Williams","free agency","Lakers","signed free agent","On 2018-07-21, Johnathan Williams is signed free agent by Lakers",FALSE,FALSE,"Lakers"
"free agencyRawle Alkins","2018-07-22","Rawle Alkins","free agency","Bulls","signed free agent to a two way contract","On 2018-07-22, Rawle Alkins is signed free agent to a two way contract by Bulls",FALSE,FALSE,"Bulls"
"Johnathan MotleyMaarty Leunen","2018-07-22","Johnathan Motley","Maarty Leunen","Clippers","trade with Mavericks","On 2018-07-22, Clippers make trade with Mavericks for Johnathan Motley, and in exhchange give rights to Maarty Leunen to them.",FALSE,TRUE,"Clippers, Mavericks"
"cashJohnathan Motley","2018-07-22","Johnathan Motley","cash","Clippers","trade with Mavericks","On 2018-07-22, Clippers make trade with Mavericks for Johnathan Motley, and in exhchange give $50K cash to them.",FALSE,FALSE,"Clippers, Mavericks"
"Maarty LeunenRenaldas Seibutis","2018-07-22","Renaldas Seibutis","Maarty Leunen","Clippers","trade with Mavericks","On 2018-07-22, Clippers make trade with Mavericks for rights to Renaldas Seibutis, and in exhchange give rights to Maarty Leunen to them.",FALSE,TRUE,"Clippers, Mavericks"
"cashRenaldas Seibutis","2018-07-22","Renaldas Seibutis","cash","Clippers","trade with Mavericks","On 2018-07-22, Clippers make trade with Mavericks for rights to Renaldas Seibutis, and in exhchange give $50K cash to them.",FALSE,TRUE,"Clippers, Mavericks"
"(William Tony Parkerfree agency","2018-07-22","(William Tony Parker","free agency","Hornets","signed unrestricted free agent to a 2-year, $10M contract","On 2018-07-22, (William) Tony Parker is signed unrestricted free agent to a 2-year, $10M contract by Hornets",FALSE,FALSE,"Hornets"
"Abdel NaderRodney Purvis","2018-07-23","Rodney Purvis","Abdel Nader","Celtics","trade with Thunder","On 2018-07-23, Celtics make trade with Thunder for Rodney Purvis, and in exhchange give Abdel Nader to them.",FALSE,FALSE,"Celtics, Thunder"
"Dakari JohnsonJarell Martin","2018-07-23","Dakari Johnson","Jarell Martin","Grizzlies","trade with Magic","On 2018-07-23, Grizzlies make trade with Magic for Dakari Johnson, and in exhchange give Jarell Martin to them.",FALSE,FALSE,"Grizzlies, Magic"
"cashDakari Johnson","2018-07-23","Dakari Johnson","cash","Grizzlies","trade with Magic","On 2018-07-23, Grizzlies make trade with Magic for Dakari Johnson, and in exhchange give cash to them.",FALSE,FALSE,"Grizzlies, Magic"
"Jarell MartinTyler Harvey","2018-07-23","Tyler Harvey","Jarell Martin","Grizzlies","trade with Magic","On 2018-07-23, Grizzlies make trade with Magic for rights to Tyler Harvey, and in exhchange give Jarell Martin to them.",FALSE,TRUE,"Grizzlies, Magic"
"cashTyler Harvey","2018-07-23","Tyler Harvey","cash","Grizzlies","trade with Magic","On 2018-07-23, Grizzlies make trade with Magic for rights to Tyler Harvey, and in exhchange give cash to them.",FALSE,TRUE,"Grizzlies, Magic"
"Ding Yanyuhangfree agency","2018-07-23","Ding Yanyuhang","free agency","Mavericks","signed free agent","On 2018-07-23, Ding Yanyuhang is signed free agent by Mavericks",FALSE,FALSE,"Mavericks"
"Ed Davis (afree agency","2018-07-23","Ed Davis (a","free agency","Nets","signed unrestricted free agent to a 1-year, $4.4M contract","On 2018-07-23, Ed Davis (a) is signed unrestricted free agent to a 1-year, $4.4M contract by Nets",FALSE,FALSE,"Nets"
"free agencyKenrich Williams","2018-07-23","Kenrich Williams","free agency","Pelicans","signed free agent to a two way contract","On 2018-07-23, Kenrich Williams is signed free agent to a two way contract by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyTravis Trice","2018-07-24","Travis Trice","free agency","Bucks","signed free agent","On 2018-07-24, Travis Trice is signed free agent by Bucks",FALSE,FALSE,"Bucks"
"free agencyTrevon Duval","2018-07-24","Trevon Duval","free agency","Bucks","signed free agent to a two way contract","On 2018-07-24, Trevon Duval is signed free agent to a two way contract by Bucks",FALSE,FALSE,"Bucks"
"Justin AndersonMike Muscala","2018-07-25","Mike Muscala","Justin Anderson","76ers","3-team trade with Hawks, Thunder","On 2018-07-25, 76ers make 3-team trade with Hawks, Thunder for Mike Muscala, and in exhchange give Justin Anderson to them.",FALSE,FALSE,"76ers, Hawks, Thunder"
"Mike MuscalaTimothe Luwawu / Timothe Luwawu-Cabarrot","2018-07-25","Mike Muscala","Timothe Luwawu / Timothe Luwawu-Cabarrot","76ers","3-team trade with Hawks, Thunder","On 2018-07-25, 76ers make 3-team trade with Hawks, Thunder for Mike Muscala, and in exhchange give Timothe Luwawu / Timothe Luwawu-Cabarrot to them.",FALSE,FALSE,"76ers, Hawks, Thunder"
"Carmelo AnthonyDennis Schroder","2018-07-25","Carmelo Anthony","Dennis Schroder","Hawks","3-team trade with 76ers, Thunder","On 2018-07-25, Hawks make 3-team trade with 76ers, Thunder for Carmelo Anthony, and in exhchange give Dennis Schroder to them.",FALSE,FALSE,"Hawks, 76ers, Thunder"
"Carmelo AnthonyMike Muscala","2018-07-25","Carmelo Anthony","Mike Muscala","Hawks","3-team trade with 76ers, Thunder","On 2018-07-25, Hawks make 3-team trade with 76ers, Thunder for Carmelo Anthony, and in exhchange give Mike Muscala to them.",FALSE,FALSE,"Hawks, 76ers, Thunder"
"Dennis SchroderJustin Anderson","2018-07-25","Justin Anderson","Dennis Schroder","Hawks","3-team trade with 76ers, Thunder","On 2018-07-25, Hawks make 3-team trade with 76ers, Thunder for Justin Anderson, and in exhchange give Dennis Schroder to them.",FALSE,FALSE,"Hawks, 76ers, Thunder"
"Daryl Maconfree agency","2018-07-25","Daryl Macon","free agency","Mavericks","signed free agent to a two way contract","On 2018-07-25, Daryl Macon is signed free agent to a two way contract by Mavericks",FALSE,FALSE,"Mavericks"
"Carmelo AnthonyTimothe Luwawu / Timothe Luwawu-Cabarrot","2018-07-25","Timothe Luwawu / Timothe Luwawu-Cabarrot","Carmelo Anthony","Thunder","3-team trade with 76ers, Hawks","On 2018-07-25, Thunder make 3-team trade with 76ers, Hawks for Timothe Luwawu / Timothe Luwawu-Cabarrot, and in exhchange give Carmelo Anthony to them.",FALSE,FALSE,"Thunder, 76ers, Hawks"
"free agencyIsaiah Wilkins","2018-07-26","Isaiah Wilkins","free agency","Hornets","signed free agent","On 2018-07-26, Isaiah Wilkins is signed free agent by Hornets",FALSE,FALSE,"Hornets"
"free agencyJaylen Barford","2018-07-26","Jaylen Barford","free agency","Hornets","signed free agent","On 2018-07-26, Jaylen Barford is signed free agent by Hornets",FALSE,FALSE,"Hornets"
"free agencyZach Smith","2018-07-26","Zach Smith","free agency","Hornets","signed free agent","On 2018-07-26, Zach Smith is signed free agent by Hornets",FALSE,FALSE,"Hornets"
"free agencyJoe Chealey","2018-07-27","Joe Chealey","free agency","Hornets","signed free agent","On 2018-07-27, Joe Chealey is signed free agent by Hornets",FALSE,FALSE,"Hornets"
"free agencyWenyen Gabriel","2018-07-28","Wenyen Gabriel","free agency","Kings","signed free agent to a two way contract","On 2018-07-28, Wenyen Gabriel is signed free agent to a two way contract by Kings",FALSE,FALSE,"Kings"
"free agencyYante Maten","2018-07-29","Yante Maten","free agency","Heat","signed free agent to a two way contract","On 2018-07-29, Yante Maten is signed free agent to a two way contract by Heat",FALSE,FALSE,"Heat"
"Carmelo Anthonyfree agency","2018-07-30","free agency","Carmelo Anthony","Hawks","waived","On 2018-07-30, Carmelo Anthony becomes a free agent from Hawks",FALSE,FALSE,"Hawks"
"Brandon McCoyfree agency","2018-07-31","Brandon McCoy","free agency","Bucks","signed free agent","On 2018-07-31, Brandon McCoy is signed free agent by Bucks",FALSE,FALSE,"Bucks"
"free agencyTerry Larrier","2018-07-31","Terry Larrier","free agency","Mavericks","signed free agent","On 2018-07-31, Terry Larrier is signed free agent by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyPat Connaughton","2018-08-01","Pat Connaughton","free agency","Bucks","signed unrestricted free agent to a 2-year contract","On 2018-08-01, Pat Connaughton is signed unrestricted free agent to a 2-year contract by Bucks",FALSE,FALSE,"Bucks"
"Codi Miller-McIntyrefree agency","2018-08-01","Codi Miller-McIntyre","free agency","Mavericks","signed free agent","On 2018-08-01, Codi Miller-McIntyre is signed free agent by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyJohnny Hamilton","2018-08-01","Johnny Hamilton","free agency","Pistons","signed free agent to a 1-year contract","On 2018-08-01, Johnny Hamilton is signed free agent to a 1-year contract by Pistons",FALSE,FALSE,"Pistons"
"Chinanu OnuakuMaarty Leunen","2018-08-02","Chinanu Onuaku","Maarty Leunen","Mavericks","trade with Rockets","On 2018-08-02, Mavericks make trade with Rockets for Chinanu Onuaku, and in exhchange give rights to Maarty Leunen to them.",FALSE,TRUE,"Mavericks, Rockets"
"free agencyNorvel Pelle","2018-08-03","Norvel Pelle","free agency","76ers","signed free agent","On 2018-08-03, Norvel Pelle is signed free agent by 76ers",FALSE,FALSE,"76ers"
"Alex Lenfree agency","2018-08-03","Alex Len","free agency","Hawks","signed unrestricted free agent to a 2-year, $8.5M contract","On 2018-08-03, Alex Len is signed unrestricted free agent to a 2-year, $8.5M contract by Hawks",FALSE,FALSE,"Hawks"
"Chinanu Onuakufree agency","2018-08-06","free agency","Chinanu Onuaku","Mavericks","waived","On 2018-08-06, Chinanu Onuaku becomes a free agent from Mavericks",FALSE,FALSE,"Mavericks"
"free agencyRyan Broekhoff","2018-08-06","Ryan Broekhoff","free agency","Mavericks","signed free agent to a 2-year, $2.3-2.4M contract","On 2018-08-06, Ryan Broekhoff is signed free agent to a 2-year, $2.3-2.4M contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyTheo Pinson","2018-08-06","Theo Pinson","free agency","Nets","signed free agent","On 2018-08-06, Theo Pinson is signed free agent by Nets",FALSE,FALSE,"Nets"
"DeVaughn Akoon-Purcellfree agency","2018-08-06","DeVaughn Akoon-Purcell","free agency","Nuggets","signed free agent to a two way contract","On 2018-08-06, DeVaughn Akoon-Purcell is signed free agent to a two way contract by Nuggets",FALSE,FALSE,"Nuggets"
"Emanuel Terryfree agency","2018-08-06","Emanuel Terry","free agency","Nuggets","signed free agent","On 2018-08-06, Emanuel Terry is signed free agent by Nuggets",FALSE,FALSE,"Nuggets"
"free agencyJordan Barnett","2018-08-07","Jordan Barnett","free agency","Bucks","signed free agent","On 2018-08-07, Jordan Barnett is signed free agent by Bucks",FALSE,FALSE,"Bucks"
"Sam DekkerVladimir Veremeenko","2018-08-07","Sam Dekker","Vladimir Veremeenko","Cavaliers","trade with Clippers","On 2018-08-07, Cavaliers make trade with Clippers for Sam Dekker, and in exhchange give rights to Vladimir Veremeenko to them.",FALSE,TRUE,"Cavaliers, Clippers"
"Renaldas SeibutisVladimir Veremeenko","2018-08-07","Renaldas Seibutis","Vladimir Veremeenko","Cavaliers","trade with Clippers","On 2018-08-07, Cavaliers make trade with Clippers for rights to Renaldas Seibutis, and in exhchange give rights to Vladimir Veremeenko to them.",FALSE,TRUE,"Cavaliers, Clippers"
"cashVladimir Veremeenko","2018-08-07","cash","Vladimir Veremeenko","Cavaliers","trade with Clippers","On 2018-08-07, Cavaliers make trade with Clippers for cash, and in exhchange give rights to Vladimir Veremeenko to them.",FALSE,TRUE,"Cavaliers, Clippers"
"free agencyJordan Loyd","2018-08-07","Jordan Loyd","free agency","Raptors","signed free agent to a two way contract","On 2018-08-07, Jordan Loyd is signed free agent to a two way contract by Raptors",FALSE,FALSE,"Raptors"
"free agencyJames Nunnally","2018-08-07","James Nunnally","free agency","Timberwolves","signed free agent to a 2-year, $2.9M contract","On 2018-08-07, James Nunnally is signed free agent to a 2-year, $2.9M contract by Timberwolves",FALSE,FALSE,"Timberwolves"
"Devin Harrisfree agency","2018-08-08","Devin Harris","free agency","Mavericks","signed unrestricted free agent to a 1-year, $2.4M contract","On 2018-08-08, Devin Harris is signed unrestricted free agent to a 1-year, $2.4M contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyJahlil Okafor","2018-08-08","Jahlil Okafor","free agency","Pelicans","signed unrestricted free agent to a 1-year, $1.6M contract with a 1-year team option","On 2018-08-08, Jahlil Okafor is signed unrestricted free agent to a 1-year, $1.6M contract with a 1-year team option by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyRob Gray","2018-08-10","Rob Gray","free agency","Rockets","signed free agent","On 2018-08-10, Rob Gray is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"free agencyTyler Davis","2018-08-13","Tyler Davis","free agency","Thunder","signed free agent to a two way contract","On 2018-08-13, Tyler Davis is signed free agent to a two way contract by Thunder",FALSE,FALSE,"Thunder"
"free agencyMarcus Derrickson","2018-08-13","Marcus Derrickson","free agency","Warriors","signed free agent","On 2018-08-13, Marcus Derrickson is signed free agent by Warriors",FALSE,FALSE,"Warriors"
"free agencyMarkel Crawford","2018-08-14","Markel Crawford","free agency","Grizzlies","signed free agent","On 2018-08-14, Markel Crawford is signed free agent by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyZach Lofton","2018-08-14","Zach Lofton","free agency","Pistons","signed free agent","On 2018-08-14, Zach Lofton is signed free agent by Pistons",FALSE,FALSE,"Pistons"
"free agencyMarcus Lee","2018-08-15","Marcus Lee","free agency","Heat","signed free agent","On 2018-08-15, Marcus Lee is signed free agent by Heat",FALSE,FALSE,"Heat"
"free agencyIsaac Haas","2018-08-16","Isaac Haas","free agency","Jazz","signed free agent","On 2018-08-16, Isaac Haas is signed free agent by Jazz",FALSE,FALSE,"Jazz"
"Daniel Hamiltonfree agency","2018-08-20","Daniel Hamilton","free agency","Hawks","signed unrestricted free agent to a 1-year, $1.35M contract","On 2018-08-20, Daniel Hamilton is signed unrestricted free agent to a 1-year, $1.35M contract by Hawks",FALSE,FALSE,"Hawks"
"free agencyJordan McLaughlin","2018-08-20","Jordan McLaughlin","free agency","Nets","signed free agent","On 2018-08-20, Jordan McLaughlin is signed free agent by Nets",FALSE,FALSE,"Nets"
"free agencyMitch Creek","2018-08-20","Mitch Creek","free agency","Nets","signed free agent","On 2018-08-20, Mitch Creek is signed free agent by Nets",FALSE,FALSE,"Nets"
"Bruno Caboclofree agency","2018-08-20","Bruno Caboclo","free agency","Rockets","signed unrestricted free agent","On 2018-08-20, Bruno Caboclo is signed unrestricted free agent by Rockets",FALSE,FALSE,"Rockets"
"Donte Granthamfree agency","2018-08-26","Donte Grantham","free agency","Thunder","signed free agent to a 1-year contract","On 2018-08-26, Donte Grantham is signed free agent to a 1-year contract by Thunder",FALSE,FALSE,"Thunder"
"Emanuel Ginobili / Manu Ginobilifree agency","2018-08-27","free agency","Emanuel Ginobili / Manu Ginobili","Spurs","waived","On 2018-08-27, Emanuel Ginobili / Manu Ginobili becomes a free agent from Spurs",FALSE,FALSE,"Spurs"
"free agencyTrey Lewis","2018-08-28","Trey Lewis","free agency","Jazz","signed free agent","On 2018-08-28, Trey Lewis is signed free agent by Jazz",FALSE,FALSE,"Jazz"
"Doral Moorefree agency","2018-08-30","Doral Moore","free agency","Grizzlies","signed free agent","On 2018-08-30, Doral Moore is signed free agent by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyKyle Singler","2018-08-30","free agency","Kyle Singler","Thunder","waived","On 2018-08-30, Kyle Singler becomes a free agent from Thunder",FALSE,FALSE,"Thunder"
"Dakari Johnsonfree agency","2018-08-31","free agency","Dakari Johnson","Grizzlies","waived","On 2018-08-31, Dakari Johnson becomes a free agent from Grizzlies",FALSE,FALSE,"Grizzlies"
"Marquese ChrissRyan Anderson","2018-08-31","Marquese Chriss","Ryan Anderson","Rockets","trade with Suns","On 2018-08-31, Rockets make trade with Suns for Marquese Chriss, and in exhchange give Ryan Anderson to them.",FALSE,FALSE,"Rockets, Suns"
"De'Anthony MeltonMarquese Chriss","2018-08-31","Marquese Chriss","De'Anthony Melton","Rockets","trade with Suns","On 2018-08-31, Rockets make trade with Suns for Marquese Chriss, and in exhchange give rights to De'Anthony Melton to them.",FALSE,TRUE,"Rockets, Suns"
"Brandon KnightRyan Anderson","2018-08-31","Brandon Knight","Ryan Anderson","Rockets","trade with Suns","On 2018-08-31, Rockets make trade with Suns for Brandon Knight, and in exhchange give Ryan Anderson to them.",FALSE,FALSE,"Rockets, Suns"
"Brandon KnightDe'Anthony Melton","2018-08-31","Brandon Knight","De'Anthony Melton","Rockets","trade with Suns","On 2018-08-31, Rockets make trade with Suns for Brandon Knight, and in exhchange give rights to De'Anthony Melton to them.",FALSE,TRUE,"Rockets, Suns"
"free agencyJeff Roberson","2018-09-04","Jeff Roberson","free agency","Celtics","signed free agent","On 2018-09-04, Jeff Roberson is signed free agent by Celtics",FALSE,FALSE,"Celtics"
"free agencyJustin Bibbs","2018-09-04","Justin Bibbs","free agency","Celtics","signed free agent","On 2018-09-04, Justin Bibbs is signed free agent by Celtics",FALSE,FALSE,"Celtics"
"free agencyNicholas King / Nick King","2018-09-04","Nicholas King / Nick King","free agency","Celtics","signed free agent","On 2018-09-04, Nicholas King / Nick King is signed free agent by Celtics",FALSE,FALSE,"Celtics"
"Brandon Goodwinfree agency","2018-09-04","Brandon Goodwin","free agency","Grizzlies","signed free agent","On 2018-09-04, Brandon Goodwin is signed free agent by Grizzlies",FALSE,FALSE,"Grizzlies"
"Darius Morrisfree agency","2018-09-04","Darius Morris","free agency","Pelicans","signed free agent to a 2-year, $3.5M contract","On 2018-09-04, Darius Morris is signed free agent to a 2-year, $3.5M contract by Pelicans",FALSE,FALSE,"Pelicans"
"B.J. Johnsonfree agency","2018-09-05","B.J. Johnson","free agency","Magic","signed free agent","On 2018-09-05, B.J. Johnson is signed free agent by Magic",FALSE,FALSE,"Magic"
"free agencyGabe York","2018-09-05","Gabe York","free agency","Magic","signed free agent","On 2018-09-05, Gabe York is signed free agent by Magic",FALSE,FALSE,"Magic"
"free agencyJosh Huestis","2018-09-06","Josh Huestis","free agency","Spurs","signed unrestricted free agent","On 2018-09-06, Josh Huestis is signed unrestricted free agent by Spurs",FALSE,FALSE,"Spurs"
