"date","from","to","action_team","notes","edge_label","pick_involved"
"2012-06-29","Lamar Odom","rights to Furkan Aldemir","Clippers","4-team trade with Jazz, Mavericks, Rockets","On 2012-06-29, Clippers make 4-team trade with Jazz, Mavericks, Rockets for Lamar Odom, and in exhchange give rights to Furkan Aldemir to them.",FALSE
"2012-06-29","Maurice Williams / Mo Williams","rights to Tadija Dragicevic","Jazz","4-team trade with Clippers, Mavericks, Rockets","On 2012-06-29, Jazz make 4-team trade with Clippers, Mavericks, Rockets for Maurice Williams / Mo Williams, and in exhchange give rights to Tadija Dragicevic to them.",FALSE
"2012-06-29","rights to Shan Foster","rights to Tadija Dragicevic","Jazz","4-team trade with Clippers, Mavericks, Rockets","On 2012-06-29, Jazz make 4-team trade with Clippers, Mavericks, Rockets for rights to Shan Foster, and in exhchange give rights to Tadija Dragicevic to them.",FALSE
"2012-06-29","rights to Tadija Dragicevic","Lamar Odom","Mavericks","4-team trade wtih Clippers, Jazz, Rockets","On 2012-06-29, Mavericks make 4-team trade wtih Clippers, Jazz, Rockets for rights to Tadija Dragicevic, and in exhchange give Lamar Odom to them.",FALSE
"2012-06-29","cash","Lamar Odom","Mavericks","4-team trade wtih Clippers, Jazz, Rockets","On 2012-06-29, Mavericks make 4-team trade wtih Clippers, Jazz, Rockets for cash, and in exhchange give Lamar Odom to them.",FALSE
"2012-06-29","cash","rights to Shan Foster","Mavericks","4-team trade wtih Clippers, Jazz, Rockets","On 2012-06-29, Mavericks make 4-team trade wtih Clippers, Jazz, Rockets for cash, and in exhchange give rights to Shan Foster to them.",FALSE
"2012-06-29","trade exception","rights to Shan Foster","Mavericks","4-team trade wtih Clippers, Jazz, Rockets","On 2012-06-29, Mavericks make 4-team trade wtih Clippers, Jazz, Rockets for trade exception, and in exhchange give rights to Shan Foster to them.",FALSE
"2012-06-29","rights to Furkan Aldemir","cash","Rockets","4-team trade with Clippers, Jazz, Mavericks","On 2012-06-29, Rockets make 4-team trade with Clippers, Jazz, Mavericks for rights to Furkan Aldemir, and in exhchange give cash to them.",FALSE
"2012-07-11","Dorell Wright","rights to Edin Bavcic","76ers","3-team trade with Hornets, Warriors","On 2012-07-11, 76ers make 3-team trade with Hornets, Warriors for Dorell Wright, and in exhchange give rights to Edin Bavcic to them.",FALSE
"2012-07-11","Darryl Watkins","rights to Edin Bavcic","76ers","3-team trade with Hornets, Warriors","On 2012-07-11, 76ers make 3-team trade with Hornets, Warriors for Darryl Watkins, and in exhchange give rights to Edin Bavcic to them.",FALSE
"2012-07-11","Devin Harris","Marvin Williams","Hawks","trade with Jazz","On 2012-07-11, Hawks make trade with Jazz for Devin Harris, and in exhchange give Marvin Williams to them.",FALSE
"2012-07-11","rights to Edin Bavcic","Jarrett Jack","Hornets","3-team trade with 76ers, Warriors","On 2012-07-11, Hornets make 3-team trade with 76ers, Warriors for rights to Edin Bavcic, and in exhchange give Jarrett Jack to them.",FALSE
"2012-07-11","Kyle Lowry","Gary Forbes","Raptors","trade with Rockets","On 2012-07-11, Raptors make trade with Rockets for Kyle Lowry, and in exhchange give Gary Forbes to them.",FALSE
"2012-07-11","Jarrett Jack","Dorell Wright","Warriors","3-team trade with 76ers, Hornets","On 2012-07-11, Warriors make 3-team trade with 76ers, Hornets for Jarrett Jack, and in exhchange give Dorell Wright to them.",FALSE
"2012-07-11","2016 pick (#33-Cheick Diallo)","Reggie Evans","Clippers","trade with Nets","On 2012-07-11, Clippers make trade with Nets for 2016 pick (#33-Cheick Diallo), and in exhchange give Reggie Evans to them.",TRUE
"2012-07-11","2016 pick (#33-Cheick Diallo)","2016 pick (#55-Marcus Paige)","Clippers","trade with Nets","On 2012-07-11, Clippers make trade with Nets for 2016 pick (#33-Cheick Diallo), and in exhchange give 2016 pick (#55-Marcus Paige) to them.",TRUE
"2012-07-11","Anthony Morrow","Joe Johnson","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for Anthony Morrow, and in exhchange give Joe Johnson to them.",FALSE
"2012-07-11","Anthony Morrow","2015 pick (#29-Chris McCullough)","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for Anthony Morrow, and in exhchange give 2015 pick (#29-Chris McCullough) to them.",TRUE
"2012-07-11","Jordan Farmar","Joe Johnson","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for Jordan Farmar, and in exhchange give Joe Johnson to them.",FALSE
"2012-07-11","Jordan Farmar","2015 pick (#29-Chris McCullough)","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for Jordan Farmar, and in exhchange give 2015 pick (#29-Chris McCullough) to them.",TRUE
"2012-07-11","Jordan Williams","Joe Johnson","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for Jordan Williams, and in exhchange give Joe Johnson to them.",FALSE
"2012-07-11","Jordan Williams","2015 pick (#29-Chris McCullough)","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for Jordan Williams, and in exhchange give 2015 pick (#29-Chris McCullough) to them.",TRUE
"2012-07-11","DeShawn Stevenson","Joe Johnson","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for DeShawn Stevenson, and in exhchange give Joe Johnson to them.",FALSE
"2012-07-11","DeShawn Stevenson","2015 pick (#29-Chris McCullough)","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for DeShawn Stevenson, and in exhchange give 2015 pick (#29-Chris McCullough) to them.",TRUE
"2012-07-11","Johan Petro","Joe Johnson","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for Johan Petro, and in exhchange give Joe Johnson to them.",FALSE
"2012-07-11","Johan Petro","2015 pick (#29-Chris McCullough)","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for Johan Petro, and in exhchange give 2015 pick (#29-Chris McCullough) to them.",TRUE
"2012-07-11","2015 pick (#15-Kelly Oubre Jr.)","Joe Johnson","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for 2015 pick (#15-Kelly Oubre Jr.), and in exhchange give Joe Johnson to them.",TRUE
"2012-07-11","2015 pick (#15-Kelly Oubre Jr.)","2015 pick (#29-Chris McCullough)","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for 2015 pick (#15-Kelly Oubre Jr.), and in exhchange give 2015 pick (#29-Chris McCullough) to them.",TRUE
"2012-07-11","2017 pick (#31-Frank Jackson)","Joe Johnson","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for 2017 pick (#31-Frank Jackson), and in exhchange give Joe Johnson to them.",TRUE
"2012-07-11","2017 pick (#31-Frank Jackson)","2015 pick (#29-Chris McCullough)","Hawks","trade with Nets","On 2012-07-11, Hawks make trade with Nets for 2017 pick (#31-Frank Jackson), and in exhchange give 2015 pick (#29-Chris McCullough) to them.",TRUE
"2012-07-11","Ryan Anderson","Gustavo Ayon","Hornets","trade with Magic","On 2012-07-11, Hornets make trade with Magic for Ryan Anderson, and in exhchange give Gustavo Ayon to them.",FALSE
"2012-07-11","Marcus Camby","Toney Douglas","Knicks","trade with Rockets","On 2012-07-11, Knicks make trade with Rockets for Marcus Camby, and in exhchange give Toney Douglas to them.",FALSE
"2012-07-11","Marcus Camby","Jerome Jordan","Knicks","trade with Rockets","On 2012-07-11, Knicks make trade with Rockets for Marcus Camby, and in exhchange give Jerome Jordan to them.",FALSE
"2012-07-11","Marcus Camby","Josh Harrellson","Knicks","trade with Rockets","On 2012-07-11, Knicks make trade with Rockets for Marcus Camby, and in exhchange give Josh Harrellson to them.",FALSE
"2012-07-11","Marcus Camby","2014 pick (#42-Nick Johnson)","Knicks","trade with Rockets","On 2012-07-11, Knicks make trade with Rockets for Marcus Camby, and in exhchange give 2014 pick (#42-Nick Johnson) to them.",TRUE
"2012-07-11","Marcus Camby","2015 pick (#32-Montrezl Harrell)","Knicks","trade with Rockets","On 2012-07-11, Knicks make trade with Rockets for Marcus Camby, and in exhchange give 2015 pick (#32-Montrezl Harrell) to them.",TRUE
"2012-07-11","Steve Nash","2013 pick (#30-Nemanja Nedovic)","Lakers","trade with Suns","On 2012-07-11, Lakers make trade with Suns for Steve Nash, and in exhchange give 2013 pick (#30-Nemanja Nedovic) to them.",TRUE
"2012-07-11","Steve Nash","2013 pick (#57-Alex Oriakhi)","Lakers","trade with Suns","On 2012-07-11, Lakers make trade with Suns for Steve Nash, and in exhchange give 2013 pick (#57-Alex Oriakhi) to them.",TRUE
"2012-07-11","Steve Nash","2014 pick (#36-Johnny O'Bryant III)","Lakers","trade with Suns","On 2012-07-11, Lakers make trade with Suns for Steve Nash, and in exhchange give 2014 pick (#36-Johnny O'Bryant III) to them.",TRUE
"2012-07-11","Steve Nash","cash","Lakers","trade with Suns","On 2012-07-11, Lakers make trade with Suns for Steve Nash, and in exhchange give cash to them.",FALSE
"2012-07-11","Darren Collison","Ian Mahinmi","Mavericks","trade with Pacers","On 2012-07-11, Mavericks make trade with Pacers for Darren Collison, and in exhchange give Ian Mahinmi to them.",FALSE
"2012-07-11","Dahntay Jones","Ian Mahinmi","Mavericks","trade with Pacers","On 2012-07-11, Mavericks make trade with Pacers for Dahntay Jones, and in exhchange give Ian Mahinmi to them.",FALSE
"2012-07-15","Jared Jeffries","Raymond Felton","Blazers","trade with Knicks","On 2012-07-15, Blazers make trade with Knicks for Jared Jeffries, and in exhchange give Raymond Felton to them.",FALSE
"2012-07-15","Jared Jeffries","Kurt Thomas","Blazers","trade with Knicks","On 2012-07-15, Blazers make trade with Knicks for Jared Jeffries, and in exhchange give Kurt Thomas to them.",FALSE
"2012-07-15","Dan Gadzuric","Raymond Felton","Blazers","trade with Knicks","On 2012-07-15, Blazers make trade with Knicks for Dan Gadzuric, and in exhchange give Raymond Felton to them.",FALSE
"2012-07-15","Dan Gadzuric","Kurt Thomas","Blazers","trade with Knicks","On 2012-07-15, Blazers make trade with Knicks for Dan Gadzuric, and in exhchange give Kurt Thomas to them.",FALSE
"2012-07-15","rights to Kostas Papanikolaou","Raymond Felton","Blazers","trade with Knicks","On 2012-07-15, Blazers make trade with Knicks for rights to Kostas Papanikolaou, and in exhchange give Raymond Felton to them.",FALSE
"2012-07-15","rights to Kostas Papanikolaou","Kurt Thomas","Blazers","trade with Knicks","On 2012-07-15, Blazers make trade with Knicks for rights to Kostas Papanikolaou, and in exhchange give Kurt Thomas to them.",FALSE
"2012-07-15","rights to Giorgos Printezis","Raymond Felton","Blazers","trade with Knicks","On 2012-07-15, Blazers make trade with Knicks for rights to Giorgos Printezis, and in exhchange give Raymond Felton to them.",FALSE
"2012-07-15","rights to Giorgos Printezis","Kurt Thomas","Blazers","trade with Knicks","On 2012-07-15, Blazers make trade with Knicks for rights to Giorgos Printezis, and in exhchange give Kurt Thomas to them.",FALSE
"2012-07-15","2016 pick (#37-Chinanu Onuaku)","Raymond Felton","Blazers","trade with Knicks","On 2012-07-15, Blazers make trade with Knicks for 2016 pick (#37-Chinanu Onuaku), and in exhchange give Raymond Felton to them.",TRUE
"2012-07-15","2016 pick (#37-Chinanu Onuaku)","Kurt Thomas","Blazers","trade with Knicks","On 2012-07-15, Blazers make trade with Knicks for 2016 pick (#37-Chinanu Onuaku), and in exhchange give Kurt Thomas to them.",TRUE
"2012-07-15","cash","Raymond Felton","Blazers","trade with Knicks","On 2012-07-15, Blazers make trade with Knicks for cash, and in exhchange give Raymond Felton to them.",FALSE
"2012-07-15","cash","Kurt Thomas","Blazers","trade with Knicks","On 2012-07-15, Blazers make trade with Knicks for cash, and in exhchange give Kurt Thomas to them.",FALSE
"2012-07-16","trade exception","Kyle Korver","Bulls","trade with Hawks","On 2012-07-16, Bulls make trade with Hawks for trade exception, and in exhchange give Kyle Korver to them.",FALSE
"2012-07-16","cash","Kyle Korver","Bulls","trade with Hawks","On 2012-07-16, Bulls make trade with Hawks for cash, and in exhchange give Kyle Korver to them.",FALSE
"2012-07-16","James Johnson","2014 pick (#37-DeAndre Daniels)","Kings","trade with Raptors","On 2012-07-16, Kings make trade with Raptors for James Johnson, and in exhchange give 2014 pick (#37-DeAndre Daniels) to them.",TRUE
"2012-07-20","Aleksandar Pavlovic / Sasha Pavlovic","rights to Jon Diebler","Blazers","3-team trade with Celtics, Rockets","On 2012-07-20, Blazers make 3-team trade with Celtics, Rockets for Aleksandar Pavlovic / Sasha Pavlovic, and in exhchange give rights to Jon Diebler to them.",FALSE
"2012-07-20","2013 pick (#39-Jeff Withey)","rights to Jon Diebler","Blazers","3-team trade with Celtics, Rockets","On 2012-07-20, Blazers make 3-team trade with Celtics, Rockets for 2013 pick (#39-Jeff Withey), and in exhchange give rights to Jon Diebler to them.",TRUE
"2012-07-20","2013 pick (#45-Marko Todorovic)","rights to Jon Diebler","Blazers","3-team trade with Celtics, Rockets","On 2012-07-20, Blazers make 3-team trade with Celtics, Rockets for 2013 pick (#45-Marko Todorovic), and in exhchange give rights to Jon Diebler to them.",TRUE
"2012-07-20","cash","rights to Jon Diebler","Blazers","3-team trade with Celtics, Rockets","On 2012-07-20, Blazers make 3-team trade with Celtics, Rockets for cash, and in exhchange give rights to Jon Diebler to them.",FALSE
"2012-07-20","Courtney Lee","Sean Williams","Celtics","3-team trade with Blazers, Rockets","On 2012-07-20, Celtics make 3-team trade with Blazers, Rockets for Courtney Lee, and in exhchange give Sean Williams to them.",FALSE
"2012-07-20","Courtney Lee","E'Twaun Moore","Celtics","3-team trade with Blazers, Rockets","On 2012-07-20, Celtics make 3-team trade with Blazers, Rockets for Courtney Lee, and in exhchange give E'Twaun Moore to them.",FALSE
"2012-07-20","Courtney Lee","JaJuan Johnson","Celtics","3-team trade with Blazers, Rockets","On 2012-07-20, Celtics make 3-team trade with Blazers, Rockets for Courtney Lee, and in exhchange give JaJuan Johnson to them.",FALSE
"2012-07-20","Courtney Lee","Aleksandar Pavlovic / Sasha Pavlovic","Celtics","3-team trade with Blazers, Rockets","On 2012-07-20, Celtics make 3-team trade with Blazers, Rockets for Courtney Lee, and in exhchange give Aleksandar Pavlovic / Sasha Pavlovic to them.",FALSE
"2012-07-20","Courtney Lee","2013 pick (#32-Alex Abrines)","Celtics","3-team trade with Blazers, Rockets","On 2012-07-20, Celtics make 3-team trade with Blazers, Rockets for Courtney Lee, and in exhchange give 2013 pick (#32-Alex Abrines) to them.",TRUE
"2012-07-20","Courtney Lee","2013 pick (#39-Jeff Withey)","Celtics","3-team trade with Blazers, Rockets","On 2012-07-20, Celtics make 3-team trade with Blazers, Rockets for Courtney Lee, and in exhchange give 2013 pick (#39-Jeff Withey) to them.",TRUE
"2012-07-20","Courtney Lee","2013 pick (#45-Marko Todorovic)","Celtics","3-team trade with Blazers, Rockets","On 2012-07-20, Celtics make 3-team trade with Blazers, Rockets for Courtney Lee, and in exhchange give 2013 pick (#45-Marko Todorovic) to them.",TRUE
"2012-07-20","Courtney Lee","cash","Celtics","3-team trade with Blazers, Rockets","On 2012-07-20, Celtics make 3-team trade with Blazers, Rockets for Courtney Lee, and in exhchange give cash to them.",FALSE
"2012-07-20","rights to Jon Diebler","Courtney Lee","Rockets","3-team trade with Blazers, Celtics","On 2012-07-20, Rockets make 3-team trade with Blazers, Celtics for rights to Jon Diebler, and in exhchange give Courtney Lee to them.",FALSE
"2012-07-24","Wayne Ellington","Dante Cunningham","Grizzlies","trade with Timberwolves","On 2012-07-24, Grizzlies make trade with Timberwolves for Wayne Ellington, and in exhchange give Dante Cunningham to them.",FALSE
"2012-07-25","Jeremy Pargo","D.J. Kennedy","Cavaliers","trade with Grizzlies","On 2012-07-25, Cavaliers make trade with Grizzlies for Jeremy Pargo, and in exhchange give D.J. Kennedy to them.",FALSE
"2012-07-25","2014 pick (#52-Vasilije Micic)","D.J. Kennedy","Cavaliers","trade with Grizzlies","On 2012-07-25, Cavaliers make trade with Grizzlies for 2014 pick (#52-Vasilije Micic), and in exhchange give D.J. Kennedy to them.",TRUE
"2012-07-25","cash","D.J. Kennedy","Cavaliers","trade with Grizzlies","On 2012-07-25, Cavaliers make trade with Grizzlies for cash, and in exhchange give D.J. Kennedy to them.",FALSE
"2012-07-27","Robin Lopez","Brad Miller","Hornets","3-team trade with Suns, Timberwolves","On 2012-07-27, Hornets make 3-team trade with Suns, Timberwolves for Robin Lopez, and in exhchange give Brad Miller to them.",FALSE
"2012-07-27","Robin Lopez","Jerome Dyson","Hornets","3-team trade with Suns, Timberwolves","On 2012-07-27, Hornets make 3-team trade with Suns, Timberwolves for Robin Lopez, and in exhchange give Jerome Dyson to them.",FALSE
"2012-07-27","Robin Lopez","2013 pick (#52-Lorenzo Brown)","Hornets","3-team trade with Suns, Timberwolves","On 2012-07-27, Hornets make 3-team trade with Suns, Timberwolves for Robin Lopez, and in exhchange give 2013 pick (#52-Lorenzo Brown) to them.",TRUE
"2012-07-27","Robin Lopez","2016 pick (#35-Rade Zagorac)","Hornets","3-team trade with Suns, Timberwolves","On 2012-07-27, Hornets make 3-team trade with Suns, Timberwolves for Robin Lopez, and in exhchange give 2016 pick (#35-Rade Zagorac) to them.",TRUE
"2012-07-27","Hakim Warrick","Brad Miller","Hornets","3-team trade with Suns, Timberwolves","On 2012-07-27, Hornets make 3-team trade with Suns, Timberwolves for Hakim Warrick, and in exhchange give Brad Miller to them.",FALSE
"2012-07-27","Hakim Warrick","Jerome Dyson","Hornets","3-team trade with Suns, Timberwolves","On 2012-07-27, Hornets make 3-team trade with Suns, Timberwolves for Hakim Warrick, and in exhchange give Jerome Dyson to them.",FALSE
"2012-07-27","Hakim Warrick","2013 pick (#52-Lorenzo Brown)","Hornets","3-team trade with Suns, Timberwolves","On 2012-07-27, Hornets make 3-team trade with Suns, Timberwolves for Hakim Warrick, and in exhchange give 2013 pick (#52-Lorenzo Brown) to them.",TRUE
"2012-07-27","Hakim Warrick","2016 pick (#35-Rade Zagorac)","Hornets","3-team trade with Suns, Timberwolves","On 2012-07-27, Hornets make 3-team trade with Suns, Timberwolves for Hakim Warrick, and in exhchange give 2016 pick (#35-Rade Zagorac) to them.",TRUE
"2012-07-27","cash","Brad Miller","Hornets","3-team trade with Suns, Timberwolves","On 2012-07-27, Hornets make 3-team trade with Suns, Timberwolves for cash, and in exhchange give Brad Miller to them.",FALSE
"2012-07-27","cash","Jerome Dyson","Hornets","3-team trade with Suns, Timberwolves","On 2012-07-27, Hornets make 3-team trade with Suns, Timberwolves for cash, and in exhchange give Jerome Dyson to them.",FALSE
"2012-07-27","cash","2013 pick (#52-Lorenzo Brown)","Hornets","3-team trade with Suns, Timberwolves","On 2012-07-27, Hornets make 3-team trade with Suns, Timberwolves for cash, and in exhchange give 2013 pick (#52-Lorenzo Brown) to them.",TRUE
"2012-07-27","cash","2016 pick (#35-Rade Zagorac)","Hornets","3-team trade with Suns, Timberwolves","On 2012-07-27, Hornets make 3-team trade with Suns, Timberwolves for cash, and in exhchange give 2016 pick (#35-Rade Zagorac) to them.",TRUE
"2012-07-27","Wesley Johnson / Wes Johnson","Robin Lopez","Suns","3-team trade with Hornets, Timberwolves","On 2012-07-27, Suns make 3-team trade with Hornets, Timberwolves for Wesley Johnson / Wes Johnson, and in exhchange give Robin Lopez to them.",FALSE
"2012-07-27","Wesley Johnson / Wes Johnson","Hakim Warrick","Suns","3-team trade with Hornets, Timberwolves","On 2012-07-27, Suns make 3-team trade with Hornets, Timberwolves for Wesley Johnson / Wes Johnson, and in exhchange give Hakim Warrick to them.",FALSE
"2012-07-27","Wesley Johnson / Wes Johnson","2014 pick (#36-Johnny O'Bryant III)","Suns","3-team trade with Hornets, Timberwolves","On 2012-07-27, Suns make 3-team trade with Hornets, Timberwolves for Wesley Johnson / Wes Johnson, and in exhchange give 2014 pick (#36-Johnny O'Bryant III) to them.",TRUE
"2012-07-27","Wesley Johnson / Wes Johnson","cash","Suns","3-team trade with Hornets, Timberwolves","On 2012-07-27, Suns make 3-team trade with Hornets, Timberwolves for Wesley Johnson / Wes Johnson, and in exhchange give cash to them.",FALSE
"2012-07-27","Brad Miller","2014 pick (#36-Johnny O'Bryant III)","Suns","3-team trade with Hornets, Timberwolves","On 2012-07-27, Suns make 3-team trade with Hornets, Timberwolves for Brad Miller, and in exhchange give 2014 pick (#36-Johnny O'Bryant III) to them.",TRUE
"2012-07-27","Jerome Dyson","2014 pick (#36-Johnny O'Bryant III)","Suns","3-team trade with Hornets, Timberwolves","On 2012-07-27, Suns make 3-team trade with Hornets, Timberwolves for Jerome Dyson, and in exhchange give 2014 pick (#36-Johnny O'Bryant III) to them.",TRUE
"2012-07-27","2013 pick (#52-Lorenzo Brown)","Wesley Johnson / Wes Johnson","Timberwolves","3-team trade with Hornets, Suns","On 2012-07-27, Timberwolves make 3-team trade with Hornets, Suns for 2013 pick (#52-Lorenzo Brown), and in exhchange give Wesley Johnson / Wes Johnson to them.",TRUE
"2012-07-27","2014 pick (#36-Johnny O'Bryant III)","cash","Timberwolves","3-team trade with Hornets, Suns","On 2012-07-27, Timberwolves make 3-team trade with Hornets, Suns for 2014 pick (#36-Johnny O'Bryant III), and in exhchange give cash to them.",TRUE
"2012-07-27","2016 pick (#35-Rade Zagorac)","Wesley Johnson / Wes Johnson","Timberwolves","3-team trade with Hornets, Suns","On 2012-07-27, Timberwolves make 3-team trade with Hornets, Suns for 2016 pick (#35-Rade Zagorac), and in exhchange give Wesley Johnson / Wes Johnson to them.",TRUE
"2012-07-30","Willie Green","rights to Sofoklis Schortsanitis","Clippers","trade with Hawks","On 2012-07-30, Clippers make trade with Hawks for Willie Green, and in exhchange give rights to Sofoklis Schortsanitis to them.",FALSE
"2012-07-30","Willie Green","trade exception","Clippers","trade with Hawks","On 2012-07-30, Clippers make trade with Hawks for Willie Green, and in exhchange give trade exception to them.",FALSE
"2012-08-10","Andrew Bynum","Andre Iguodala","76ers","4-team trade with Lakers, Magic, Nuggets","On 2012-08-10, 76ers make 4-team trade with Lakers, Magic, Nuggets for Andrew Bynum, and in exhchange give Andre Iguodala to them.",FALSE
"2012-08-10","Andrew Bynum","Maurice Harkless / Moe Harkless","76ers","4-team trade with Lakers, Magic, Nuggets","On 2012-08-10, 76ers make 4-team trade with Lakers, Magic, Nuggets for Andrew Bynum, and in exhchange give Maurice Harkless / Moe Harkless to them.",FALSE
"2012-08-10","Andrew Bynum","Nikola Vucevic","76ers","4-team trade with Lakers, Magic, Nuggets","On 2012-08-10, 76ers make 4-team trade with Lakers, Magic, Nuggets for Andrew Bynum, and in exhchange give Nikola Vucevic to them.",FALSE
"2012-08-10","Andrew Bynum","2015 pick (#5-De'Aaron Fox)","76ers","4-team trade with Lakers, Magic, Nuggets","On 2012-08-10, 76ers make 4-team trade with Lakers, Magic, Nuggets for Andrew Bynum, and in exhchange give 2015 pick (#5-De'Aaron Fox) to them.",TRUE
"2012-08-10","Jason Richardson","Andre Iguodala","76ers","4-team trade with Lakers, Magic, Nuggets","On 2012-08-10, 76ers make 4-team trade with Lakers, Magic, Nuggets for Jason Richardson, and in exhchange give Andre Iguodala to them.",FALSE
"2012-08-10","Jason Richardson","Maurice Harkless / Moe Harkless","76ers","4-team trade with Lakers, Magic, Nuggets","On 2012-08-10, 76ers make 4-team trade with Lakers, Magic, Nuggets for Jason Richardson, and in exhchange give Maurice Harkless / Moe Harkless to them.",FALSE
"2012-08-10","Jason Richardson","Nikola Vucevic","76ers","4-team trade with Lakers, Magic, Nuggets","On 2012-08-10, 76ers make 4-team trade with Lakers, Magic, Nuggets for Jason Richardson, and in exhchange give Nikola Vucevic to them.",FALSE
"2012-08-10","Jason Richardson","2015 pick (#5-De'Aaron Fox)","76ers","4-team trade with Lakers, Magic, Nuggets","On 2012-08-10, 76ers make 4-team trade with Lakers, Magic, Nuggets for Jason Richardson, and in exhchange give 2015 pick (#5-De'Aaron Fox) to them.",TRUE
"2012-08-10","Dwight Howard","Andrew Bynum","Lakers","4-team trade with 76ers, Magic, Nuggets","On 2012-08-10, Lakers make 4-team trade with 76ers, Magic, Nuggets for Dwight Howard, and in exhchange give Andrew Bynum to them.",FALSE
"2012-08-10","Chris Duhon","Andrew Bynum","Lakers","4-team trade with 76ers, Magic, Nuggets","On 2012-08-10, Lakers make 4-team trade with 76ers, Magic, Nuggets for Chris Duhon, and in exhchange give Andrew Bynum to them.",FALSE
"2012-08-10","Earl Clark","Andrew Bynum","Lakers","4-team trade with 76ers, Magic, Nuggets","On 2012-08-10, Lakers make 4-team trade with 76ers, Magic, Nuggets for Earl Clark, and in exhchange give Andrew Bynum to them.",FALSE
"2012-08-10","Arron Afflalo","Dwight Howard","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Arron Afflalo, and in exhchange give Dwight Howard to them.",FALSE
"2012-08-10","Arron Afflalo","Jason Richardson","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Arron Afflalo, and in exhchange give Jason Richardson to them.",FALSE
"2012-08-10","Arron Afflalo","Chris Duhon","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Arron Afflalo, and in exhchange give Chris Duhon to them.",FALSE
"2012-08-10","Arron Afflalo","Earl Clark","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Arron Afflalo, and in exhchange give Earl Clark to them.",FALSE
"2012-08-10","Al Harrington","Dwight Howard","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Al Harrington, and in exhchange give Dwight Howard to them.",FALSE
"2012-08-10","Al Harrington","Jason Richardson","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Al Harrington, and in exhchange give Jason Richardson to them.",FALSE
"2012-08-10","Al Harrington","Chris Duhon","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Al Harrington, and in exhchange give Chris Duhon to them.",FALSE
"2012-08-10","Al Harrington","Earl Clark","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Al Harrington, and in exhchange give Earl Clark to them.",FALSE
"2012-08-10","Maurice Harkless / Moe Harkless","Dwight Howard","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Maurice Harkless / Moe Harkless, and in exhchange give Dwight Howard to them.",FALSE
"2012-08-10","Maurice Harkless / Moe Harkless","Chris Duhon","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Maurice Harkless / Moe Harkless, and in exhchange give Chris Duhon to them.",FALSE
"2012-08-10","Maurice Harkless / Moe Harkless","Earl Clark","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Maurice Harkless / Moe Harkless, and in exhchange give Earl Clark to them.",FALSE
"2012-08-10","Christian Eyenga","Dwight Howard","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Christian Eyenga, and in exhchange give Dwight Howard to them.",FALSE
"2012-08-10","Christian Eyenga","Jason Richardson","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Christian Eyenga, and in exhchange give Jason Richardson to them.",FALSE
"2012-08-10","Christian Eyenga","Chris Duhon","Magic","4-team trade with 76ers, Lakers, Nuggets","On 2012-08-10, Magic make 4-team trade with 76ers, Lakers, Nuggets for Christian Eyenga, and in exhchange give Chris Duhon to them.",FALSE
