"","Date","Team","Acquired","Relinquished","Notes"
"1226","2017-09-11","Grizzlies","• Vincent Hunter / Vince Hunter","","signed free agent to a two way contract"
"1227","2017-09-11","Kings","• Matt Jones","","signed free agent"
"1228","2017-09-11","Pelicans","• Perry Jones III","","signed free agent"
"1229","2017-09-11","Spurs","• Darrun Hilliard","","signed unrestricted free agent to a two way contract"
"1230","2017-09-12","Nets","• Tyler Zeller","","signed free agent to a 2-year, $3.6M contract"
"1231","2017-09-12","Nuggets","• Josh Childress","","signed free agent to a 1-year, $2.1M contract"
"1232","2017-09-12","Pistons","• Dwight Buycks","","signed free agent to a two way contract"
"1233","2017-09-13","Bulls","• Diamond Stone","","signed free agent to a 2-year, $2.9M contract"
"1234","2017-09-13","Jazz","• Nate Wolters","","signed free agent to a 2-year / two way contract"
"1235","2017-09-14","Jazz","• Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long","","signed free agent"
"1236","2017-09-14","Pelicans","• Tony Allen","","signed unrestricted free agent to a 1-year, $2.3M contract"
"1237","2017-09-15","Hornets","• Terry Henderson","","signed free agent"
"1238","2017-09-15","Knicks","• Jarrett Jack","","signed free agent to a 1-year contract"
"1239","2017-09-16","Mavericks","• Brandon Ashley","","signed free agent"
"1240","2017-09-16","Mavericks","• Maalik Wayns","","signed free agent to a 1-year, $1.5M contract"
"1241","2017-09-16","Timberwolves","• Melo Trimble","","signed free agent"
"1242","2017-09-17","Hornets","• Luke Petrasek","","signed free agent"
"1243","2017-09-18","Blazers","• Anthony Morrow","","signed unrestricted free agent to a 1-year contract"
"1244","2017-09-18","Bucks","• Brandon Rush","","signed unrestricted free agent"
"1245","2017-09-18","Heat","• Erik McCree","","signed free agent"
"1246","2017-09-18","Timberwolves","• Amile Jefferson","","signed free agent to a 1-year contract"
"1247","2017-09-19","Lakers","• Andrew Bogut","","signed free agent to a 1-year, $2.3M contract"
"1248","2017-09-20","Hawks","• Jeremy Evans","","signed free agent"
"1249","2017-09-20","Hawks","• Jordan Mathews","","signed free agent"
"1250","2017-09-21","76ers","• Jacob Pullen","","signed free agent to a two way contract"
"1251","2017-09-21","Bucks","","• Bronson Koenig","waived"
"1252","2017-09-21","Bucks","• Kendall Marshall","","signed free agent"
"1253","2017-09-21","Bulls","• Jarell Eddie","","signed free agent"
"1254","2017-09-21","Bulls","• Jaylen Johnson","","signed free agent"
"1255","2017-09-21","Suns","• Anthony Bennett","","signed free agent"
"1256","2017-09-21","Timberwolves","• Aaron Brooks","","signed unrestricted free agent"
"1257","2017-09-21","Warriors","• Alex Hamilton","","signed free agent"
"1258","2017-09-21","Warriors","• Antonius Cleveland","","signed free agent"
"1259","2017-09-21","Warriors","• Georges Niang","","signed free agent"
"1260","2017-09-22","76ers","• Kris Humphries","","signed unrestricted free agent"
"1261","2017-09-22","Bucks","","• JeQuan Lewis","waived"
"1262","2017-09-22","Grizzlies","• 2018 second round pick (protected top 55) (not exercised)","• Troy Daniels• 2018 second round pick (second least favorable of Grizzlies, Heat, Hornets picks) (#41-Jarred Vanderbilt)","trade with Suns"
"1263","2017-09-22","Pelicans","• Martell Webster","","signed free agent"
"1264","2017-09-22","Raptors","• Andy Rautins","","signed free agent"
"1265","2017-09-22","Rockets","• Chris Johnson (b)","","signed free agent"
"1266","2017-09-22","Suns","• Troy Daniels• 2018 second round pick (second least favorable of Grizzlies, Heat, Hornets picks) (#41-Jarred Vanderbilt)","• 2018 second round pick (protected top 55) (not exercised)","trade with Grizzlies"
"1267","2017-09-24","Bucks","• Gerald Green (b)","","signed unrestricted free agent"
"1268","2017-09-24","Bucks","• Joel Anthony","","signed unrestricted free agent"
"1269","2017-09-24","Bulls","","• Dwyane Wade","waived (team bought out contract)"
"1270","2017-09-24","Celtics","• Jonathan Holmes","","signed free agent"
"1271","2017-09-24","Hawks","• John Jenkins","","signed free agent"
"1272","2017-09-24","Nets","• Akil Mitchell","","signed free agent"
"1273","2017-09-24","Thunder","• Isaiah Canaan","","signed free agent"
"1274","2017-09-24","Thunder","• Rashawn Thomas","","signed free agent"
"1275","2017-09-25","76ers","• Emeka Okafor","","signed unrestricted free agent"
"1276","2017-09-25","Cavaliers","• Kendrick Perkins","","signed unrestricted free agent"
"1277","2017-09-25","Knicks","","• Chasson Randle","waived"
"1278","2017-09-25","Knicks","• Doug McDermott• Enes Kanter• 2018 second round pick (#36-Mitchell Robinson)","• Carmelo Anthony","trade with Thunder"
"1279","2017-09-25","Magic","","• Rodney Purvis","waived"
"1280","2017-09-25","Pacers","• Jarrod Uthoff","","signed free agent"
"1281","2017-09-25","Pelicans","• Cliff Alexander","","signed free agent"
"1282","2017-09-25","Pistons","• Derek Willis","","signed free agent"
"1283","2017-09-25","Pistons","• Landry Christ Nnoko / Landry Nnoko","","signed free agent"
"1284","2017-09-25","Rockets","","• Isaiah Hartenstein","waived"
"1285","2017-09-25","Spurs","","• Jaron Blossomgame","waived"
"1286","2017-09-25","Spurs","• Amida Brimah","","signed free agent"
"1287","2017-09-25","Thunder","• Bryce Alford","","signed free agent"
"1288","2017-09-25","Thunder","• Carmelo Anthony","• Doug McDermott• Enes Kanter• 2018 second round pick (#36-Mitchell Robinson)","trade with Knicks"
"1289","2017-09-25","Thunder","• Markel Brown","","signed free agent"
"1290","2017-09-25","Clippers","• 2018 second round pick (protected top 55) (not exercised)","• DeAndre Liggins• cash","trade with Hawks"
"1291","2017-09-25","Hawks","• DeAndre Liggins• cash","• 2018 second round pick (protected top 55) (not exercised)","trade with Clippers"
"1292","2017-09-25","Hawks","","• DeAndre Liggins","waived"
"1293","2017-09-26","Blazers","• C.J. Wilcox","","signed free agent to a two way contract"
"1294","2017-09-26","Celtics","• Devin Williams","","signed free agent"
"1295","2017-09-26","Jazz","• Taylor Braun","","signed free agent"
"1296","2017-09-26","Kings","• Marcus Williams (E.) / Marcus Williams (D.)","","signed free agent"
"1297","2017-09-26","Rockets","","• Shawn Long","waived"
"1298","2017-09-26","Cavaliers","• JaCorey Williams","","signed free agent"
"1299","2017-09-27","Cavaliers","","• JaCorey Williams","waived"
"1300","2017-09-27","Cavaliers","• Dwyane Wade","","signed free agent to a 1-year, $2.3M contract"
"1301","2017-09-27","Clippers","• LaDontae Henton","","signed free agent"
"1302","2017-09-27","Clippers","• Tyrone Wallace","","signed free agent"
"1303","2017-09-27","Rockets","• George De Paula","","signed free agent"
"1304","2017-09-29","Bulls","• Bronson Koenig","","signed free agent"
"1305","2017-09-30","Warriors","","• Antonius Cleveland","waived"
"1306","2017-10-01","Pelicans","","• Martell Webster","waived"
"1307","2017-10-02","Warriors","","• Alex Hamilton","waived"
"1308","2017-10-04","Knicks","","• Jamel Artis","waived"
"1309","2017-10-05","Bucks","","• James Young","waived"
"1310","2017-10-05","Bucks","• Xavier Munford","","signed free agent"
"1311","2017-10-05","Celtics","","• Devin Williams","waived"
"1312","2017-10-05","Grizzlies","","• Jeremy Morgan","waived"
"1313","2017-10-05","Grizzlies","• Durand Scott","","signed free agent"
"1314","2017-10-07","Celtics","• Daniel Dixon","","signed free agent"
"1315","2017-10-07","Hawks","","• John Jenkins","waived"
"1316","2017-10-07","Hawks","","• Jordan Mathews","waived"
"1317","2017-10-07","Jazz","","• Taylor Braun","waived"
"1318","2017-10-07","Raptors","","• Andy Rautins","waived"
"1319","2017-10-07","Raptors","","• Kennedy Meeks","waived"
"1320","2017-10-07","Raptors","","• Kyle Wiltjer","waived"
"1321","2017-10-08","Bucks","","• Kendall Marshall","waived"
"1322","2017-10-09","Celtics","• Daniel Dixon","","signed free agent"
"1323","2017-10-09","Clippers","","• LaDontae Henton","waived"
"1324","2017-10-09","Jazz","• Torian Graham","","signed free agent"
"1325","2017-10-09","Lakers","","• Stephen Zimmerman Jr.","waived"
"1326","2017-10-09","Lakers","","• V.J. Beachem","waived"
"1327","2017-10-09","Magic","• Rodney Purvis","","signed free agent"
"1328","2017-10-09","Pistons","","• Derek Willis","waived"
"1329","2017-10-09","Pistons","","• Landry Christ Nnoko / Landry Nnoko","waived"
"1330","2017-10-09","Wizards","","• Daniel Ochefu","waived"
"1331","2017-10-10","Heat","• DeAndre Liggins","","signed free agent"
"1332","2017-10-10","Kings","","• Marcus Williams (E.) / Marcus Williams (D.)","waived"
"1333","2017-10-10","Kings","• David Stockton","","signed free agent"
"1334","2017-10-10","Kings","• Reggie Hearn","","signed free agent"
"1335","2017-10-11","Cavaliers","","• Walter Tavares / Edy Tavares","waived"
"1336","2017-10-11","Cavaliers","• Isaac Hamilton","","signed free agent"
"1337","2017-10-11","Knicks","• Trey Burke","","signed unrestricted free agent"
"1338","2017-10-11","Nuggets","","• Josh Childress","waived"
"1339","2017-10-11","Raptors","• Davion Berry","","signed free agent"
"1340","2017-10-11","Suns","","• Anthony Bennett","waived"
"1341","2017-10-11","Suns","","• Peter Jok","waived"
"1342","2017-10-11","Thunder","","• Bryce Alford","waived"
"1343","2017-10-11","Thunder","","• Markel Brown","waived"
"1344","2017-10-11","Thunder","","• Rashawn Thomas","waived"
"1345","2017-10-11","Thunder","• Chris Wright (c)","","signed free agent"
"1346","2017-10-11","Thunder","• Yanick Moreira","","signed free agent"
"1347","2017-10-11","Thunder","• Yannis Morin","","signed free agent"
"1348","2017-10-12","Bucks","","• Xavier Munford","waived"
"1349","2017-10-12","Celtics","","• Andrew White III","waived"
"1350","2017-10-12","Celtics","","• Daniel Dixon","waived"
"1351","2017-10-12","Celtics","","• Jonathan Holmes","waived"
"1352","2017-10-12","Celtics","","• L.J. Peak","waived"
"1353","2017-10-12","Heat","","• Larry Drew II","waived"
"1354","2017-10-12","Heat","• Tony Mitchell (b)","","signed free agent"
"1355","2017-10-12","Jazz","","• Torian Graham","waived"
"1356","2017-10-12","Lakers","• Travis Wear","","signed free agent"
"1357","2017-10-12","Nets","","• Akil Mitchell","waived"
"1358","2017-10-12","Nets","","• Jeremy Senglin","waived"
"1359","2017-10-12","Nets","","• Milton Doyle","waived"
"1360","2017-10-12","Nets","• Kamari Murphy","","signed free agent"
"1361","2017-10-12","Nets","• Tahjere McCall","","signed free agent"
"1362","2017-10-12","Spurs","","• Amida Brimah","waived"
"1363","2017-10-12","Spurs","","• London Perrantes","waived"
"1364","2017-10-12","Warriors","• Trevor Thompson","","signed free agent"
"1365","2017-10-13","Celtics","• Daniel Ochefu","","signed free agent"
"1366","2017-10-13","Clippers","• Ike Iroegbu","","signed free agent"
"1367","2017-10-13","Jazz","• Kendall Pollard","","signed free agent"
"1368","2017-10-13","Magic","","• Damjan Rudez","waived"
"1369","2017-10-13","Magic","","• Rodney Purvis","waived"
"1370","2017-10-13","Magic","","• Troy Caupain","waived"
"1371","2017-10-13","Mavericks","","• Brandon Ashley","waived"
"1372","2017-10-13","Mavericks","• Jameel Warney","","signed free agent"
"1373","2017-10-13","Nets","","• Kamari Murphy","waived"
"1374","2017-10-13","Nets","","• Tahjere McCall","waived"
"1375","2017-10-13","Rockets","","• Chris Johnson (b)","waived"
"1376","2017-10-13","Rockets","","• George De Paula","waived"
"1377","2017-10-13","Rockets","","• Isaiah Taylor","waived"
"1378","2017-10-13","Rockets","","• Tim Quarterman","waived"
"1379","2017-10-13","Rockets","• Danuel House","","signed free agent"
"1380","2017-10-13","Timberwolves","• Shawne Williams","","signed free agent"
"1381","2017-10-13","Suns","• Tidjan Keita","","signed free agent"
"1382","2017-10-13","Suns","","• Tidjan Keita","waived"
"1383","2017-10-13","Warriors","","• Trevor Thompson","waived"
"1384","2017-10-14","76ers","","• Emeka Okafor","waived"
"1385","2017-10-14","76ers","","• James Blackmon Jr.","waived"
"1386","2017-10-14","76ers","","• Kris Humphries","waived"
"1387","2017-10-14","Blazers","","• Anthony Morrow","waived"
"1388","2017-10-14","Blazers","","• Archie Goodwin","waived"
"1389","2017-10-14","Blazers","","• Isaiah Briscoe","waived"
"1390","2017-10-14","Bucks","","• Brandon Rush","waived"
"1391","2017-10-14","Bucks","","• Gary Payton II","waived"
"1392","2017-10-14","Bucks","","• Gerald Green (b)","waived"
"1393","2017-10-14","Bucks","","• Joel Anthony","waived"
"1394","2017-10-14","Bulls","","• Bronson Koenig","waived"
"1395","2017-10-14","Bulls","","• Jaylen Johnson","waived"
"1396","2017-10-14","Cavaliers","","• Isaac Hamilton","waived"
"1397","2017-10-14","Cavaliers","","• Kendrick Perkins","waived"
"1398","2017-10-14","Celtics","","• Daniel Ochefu","waived"
"1399","2017-10-14","Clippers","","• C.J. Williams","waived"
"1400","2017-10-14","Clippers","","• Ike Iroegbu","waived"
"1401","2017-10-14","Clippers","","• Marshall Plumlee","waived"
"1402","2017-10-14","Clippers","","• Tyrone Wallace","waived"
"1403","2017-10-14","Grizzlies","","• Durand Scott","waived"
"1404","2017-10-14","Hawks","","• Jeremy Evans","waived"
"1405","2017-10-14","Hawks","","• Quinn Cook","waived"
"1406","2017-10-14","Hawks","","• Tyler Cavanaugh","waived"
"1407","2017-10-14","Heat","","• DeAndre Liggins","waived"
"1408","2017-10-14","Heat","","• Erik McCree","waived"
"1409","2017-10-14","Heat","","• Tony Mitchell (b)","waived"
"1410","2017-10-14","Hornets","","• Isaiah Hicks","waived"
"1411","2017-10-14","Hornets","","• Luke Petrasek","waived"
"1412","2017-10-14","Hornets","","• T.J. Williams","waived"
"1413","2017-10-14","Hornets","","• Terry Henderson","waived"
"1414","2017-10-14","Jazz","","• Kendall Pollard","waived"
"1415","2017-10-14","Jazz","","• Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long","waived"
"1416","2017-10-14","Kings","","• David Stockton","waived"
"1417","2017-10-14","Kings","","• Matt Jones","waived"
"1418","2017-10-14","Kings","","• Reggie Hearn","waived"
"1419","2017-10-14","Knicks","","• Nigel Hayes","waived"
"1420","2017-10-14","Knicks","","• Trey Burke","waived"
"1421","2017-10-14","Knicks","","• Xavier Rathan-Mayes","waived"
"1422","2017-10-14","Lakers","","• Briante Weber","waived"
"1423","2017-10-14","Lakers","","• Travis Wear","waived"
"1424","2017-10-14","Lakers","","• Vander Blue","waived"
"1425","2017-10-14","Magic","","• Kalin Lucas","waived"
"1426","2017-10-14","Mavericks","","• Jameel Warney","waived"
"1427","2017-10-14","Mavericks","","• Maalik Wayns","waived"
"1428","2017-10-14","Mavericks","","• P.J. Dozier","waived"
"1429","2017-10-14","Pacers","","• Ben Moore","waived"
"1430","2017-10-14","Pacers","","• DeQuan Jones","waived"
"1431","2017-10-14","Pacers","","• Trey McKinney Jones / Trey McKinney-Jones","waived"
"1432","2017-10-14","Pelicans","","• Cliff Alexander","waived"
"1433","2017-10-14","Pelicans","","• Perry Jones III","waived"
"1434","2017-10-14","Pistons","","• Beno Udrih","waived"
"1435","2017-10-14","Raptors","","• Davion Berry","waived"
"1436","2017-10-14","Rockets","","• Cameron Oliver","waived"
"1437","2017-10-14","Rockets","","• Danuel House","waived"
"1438","2017-10-14","Suns","","• Elijah Millsap","waived"
"1439","2017-10-14","Thunder","","• Chris Wright (c)","waived"
"1440","2017-10-14","Thunder","","• Isaiah Canaan","waived"
"1441","2017-10-14","Thunder","","• Semaj Christon","waived"
"1442","2017-10-14","Thunder","","• Yanick Moreira","waived"
"1443","2017-10-14","Thunder","","• Yannis Morin","waived"
"1444","2017-10-14","Timberwolves","","• Amile Jefferson","waived"
"1445","2017-10-14","Timberwolves","","• Melo Trimble","waived"
"1446","2017-10-14","Timberwolves","","• Shawne Williams","waived"
"1447","2017-10-14","Warriors","","• Georges Niang","waived"
"1448","2017-10-14","Warriors","","• Michael Gbinije","waived"
"1449","2017-10-14","Wizards","","• Donald Sloan","waived"
"1450","2017-10-14","76ers","• Andrew Andrews","","signed free agent"
"1451","2017-10-14","76ers","• James Webb III","","signed free agent"
"1452","2017-10-14","76ers","• Marc Loving","","signed free agent"
"1453","2017-10-14","76ers","","• Andrew Andrews","waived"
"1454","2017-10-14","76ers","","• James Webb III","waived"
"1455","2017-10-14","76ers","","• Marc Loving","waived"
"1456","2017-10-14","Cavaliers","• rights to Sergiy Gladyr / Sergey Gladyr• rights to Dimitrios Agravanis","• Richard Jefferson• Kahlil Felder / Kay Felder• 2019 second round pick (less favorable of Lakers, Timberwolves picks) (?-?)• 2020 second round pick (protected top 55) (?-?)• $3M cash","trade with Hawks"
"1457","2017-10-14","Hawks","• Richard Jefferson• Kahlil Felder / Kay Felder• 2019 second round pick (less favorable of Lakers, Timberwolves picks) (?-?)• 2020 second round pick (protected top 55) (?-?)• $3M cash","• rights to Sergiy Gladyr / Sergey Gladyr• rights to Dimitrios Agravanis","trade with Cavaliers"
"1458","2017-10-14","Hawks","","• Kahlil Felder / Kay Felder","waived"
"1459","2017-10-14","Hawks","","• Richard Jefferson","waived"
"1460","2017-10-15","Clippers","• C.J. Williams","","signed free agent to a two way contract"
"1461","2017-10-15","Pacers","","• Jarrod Uthoff","waived"
"1462","2017-10-15","Heat","","• Matt Williams","waived"
"1463","2017-10-16","Bulls","","• Diamond Stone","waived"
"1464","2017-10-16","Bulls","","• Jarell Eddie","waived"
"1465","2017-10-16","Bulls","• Antonio Blakeney","","signed free agent to a two way contract"
"1466","2017-10-16","Grizzlies","","• Rade Zagorac","waived"
"1467","2017-10-16","Grizzlies","","• Wade Baldwin IV","waived"
"1468","2017-10-16","Jazz","","• Joel Bolomboy","waived"
"1469","2017-10-16","Magic","• Jamel Artis","","signed free agent to a two way contract"
"1470","2017-10-16","Mavericks","","• Gian Clavell","waived"
"1471","2017-10-16","Mavericks","• Gian Clavell","","signed free agent to a two way contract"
"1472","2017-10-17","Bucks","• Gary Payton II","","signed free agent to a two way contract"
"1473","2017-10-17","Hawks","• Isaiah Taylor","","signed free agent for the remainder of the season / 2-year, $2.95M contract"
"1474","2017-10-17","Thunder","• P.J. Dozier","","signed free agent to a two way contract"
"1475","2017-10-17","Warriors","• Quinn Cook","","signed free agent to a two way contract"
"1476","2017-10-18","Cavaliers","• London Perrantes","","signed free agent to a two way contract"
"1477","2017-10-18","Lakers","• Vander Blue","","signed free agent to a two way contract"
"1478","2017-10-18","Nuggets","","• Jameer Nelson","waived"
"1479","2017-10-19","Blazers","• Wade Baldwin IV","","signed free agent to a two way contract"
"1480","2017-10-19","Nuggets","• Richard Jefferson","","signed free agent to a 1-year, $2.3M contract"
"1481","2017-10-20","Bucks","• Joel Bolomboy","","signed free agent to a two way contract"
"1482","2017-10-20","Knicks","• Isaiah Hicks","","signed free agent to a two way contract"
"1483","2017-10-22","Pelicans","","• Jordan Crawford","waived"
"1484","2017-10-22","Pelicans","• Jameer Nelson","","signed free agent to a 1-year, $3.2M contract"
"1485","2017-10-22","Raptors","","• K.J. McDaniels","waived"
"1486","2017-10-23","Rockets","• Briante Weber","","signed free agent to a two way contract"
"1487","2017-10-25","Rockets","• Isaiah Canaan","","signed free agent for the remainder of the season"
"1488","2017-10-28","Pelicans","• Josh Smith","","signed unrestricted free agent for the remainder of the season / 1-year, $2.2M contract"
"1489","2017-10-28","Rockets","","• Isaiah Canaan","waived"
"1490","2017-11-02","Wizards","","• Carrick Felix","waived"
"1491","2017-11-05","Hawks","• Tyler Cavanaugh","","signed free agent to a two way contract"
"1492","2017-11-07","Bucks","• Eric Bledsoe","• Greg Monroe• first round pick (protected top 10 and #17-30 in 2018, top 3 and #17-30 in 2019, top 7 in 2020, unprotected in 2021) (?-?)• 2018 second round pick (protected top 47) (not exercised)","trade with Suns"
"1493","2017-11-07","Suns","• Greg Monroe• first round pick (protected top 10 and #17-30 in 2018, top 3 and #17-30 in 2019, top 7 in 2020, unprotected in 2021) (?-?)• 2018 second round pick (protected top 47) (not exercised)","• Eric Bledsoe","trade with Bucks"
"1494","2017-11-10","Pelicans","","• Josh Smith","waived"
"1495","2017-11-12","Knicks","","• Mindaugas Kuzminskas","waived"
"1496","2017-11-17","Mavericks","","• Gian Clavell","waived"
"1497","2017-11-17","Mavericks","• Antonius Cleveland","","signed free agent to a two way contract"
"1498","2017-12-07","76ers","• Trevor Booker","• Jahlil Okafor• Nik Stauskas• 2019 second round pick (?-?)","trade with Nets"
"1499","2017-12-07","Nets","","• Sean Kilpatrick","waived"
"1500","2017-12-07","Nets","• Jahlil Okafor• Nik Stauskas• 2019 second round pick (?-?)","• Trevor Booker","trade with 76ers"
"1501","2017-12-07","Suns","","• Derrick Jones Jr.","waived"
"1502","2017-12-08","Hawks","","• Nicolas Brussino","waived"
"1503","2017-12-08","Suns","• Danuel House","","signed free agent to a two way contract"
"1504","2017-12-13","Suns","• Isaiah Canaan","","signed free agent for the remainder of the season"
"1505","2017-12-17","Nets","","• Yakuba Ouattara / Billy Ouattara","waived"
"1506","2017-12-18","Bucks","","• Gary Payton II","waived"
"1507","2017-12-18","Bucks","• Sean Kilpatrick","","signed free agent to a two way contract"
"1508","2017-12-18","Nets","• Milton Doyle","","signed free agent to a two way contract"
"1509","2017-12-19","Bulls","","• Kahlil Felder / Kay Felder","waived"
"1510","2017-12-19","Mavericks","","• Antonius Cleveland","waived"
"1511","2017-12-19","Mavericks","","• Jeff Withey","waived"
"1512","2017-12-19","Mavericks","• Kyle Collinsworth","","signed free agent to a two way contract"
"1513","2017-12-21","Jazz","","• Eric Griffin","waived"
"1514","2017-12-21","Jazz","• Erik McCree","","signed free agent to a two way contract"
"1515","2017-12-22","Jazz","","• Nate Wolters","waived"
"1516","2017-12-23","Jazz","• Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long","","signed free agent to a two way contract"
"1517","2017-12-23","Jazz","• Shawn Long","","signed free agent to a two way contract"
"1518","2017-12-23","Suns","","• Mike James (Perry)","waived"
"1519","2017-12-28","Pacers","• Alex Poythress","","signed free agent to a 2-year contract / contract for the remainder of the season"
"1520","2017-12-28","Rockets","• Gerald Green (b)","","signed free agent to a 1-year contract / contract for the remainder of the season"
"1521","2017-12-31","Heat","","• Matt Williams","waived"
"1522","2017-12-31","Heat","• Derrick Jones Jr.","","signed free agent to a two way contract"
"1523","2018-01-03","Wizards","","• Mike Young","waived"
"1524","2018-01-05","76ers","","• Jacob Pullen","waived"
"1525","2018-01-05","76ers","• James Young","","signed free agent to a two way contract"
"1526","2018-01-05","Rockets","","• Bobby Brown","waived"
"1527","2018-01-06","Clippers","","• Jamil Wilson","waived"
"1528","2018-01-06","Clippers","• Tyrone Wallace","","signed free agent"
"1529","2018-01-06","Lakers","","• Andrew Bogut","waived"
"1530","2018-01-06","Rockets","","• Demetrius Jackson","waived"
"1531","2018-01-06","Rockets","• Demetrius Jackson","","signed free agent to a 10-day contract"
"1532","2018-01-07","Bucks","","• DeAndre Liggins","waived"
"1533","2018-01-07","Bucks","","• Joel Bolomboy","waived"
"1534","2018-01-07","Bucks","• Xavier Munford","","signed free agent to a two way contract"
"1535","2018-01-07","Pacers","","• Damien Wilkins","waived"
"1536","2018-01-08","Bucks","","• Joel Bolomboy","waived"
"1537","2018-01-08","Pelicans","","• Jalen Jones","waived"
"1538","2018-01-10","Mavericks","","• Kyle Collinsworth","waived"
"1539","2018-01-10","Pelicans","• DeAndre Liggins","","signed free agent to a 10-day contract"
"1540","2018-01-12","Lakers","","• Vander Blue","waived"
"1541","2018-01-12","Pacers","• Ben Moore","","signed free agent to a two way contract"
"1542","2018-01-13","Grizzlies","","• Vincent Hunter / Vince Hunter","waived"
"1543","2018-01-13","Grizzlies","• Myke Henry","","signed free agent to a two way contract"
"1544","2018-01-13","Jazz","","• Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long","waived"
"1545","2018-01-13","Knicks","","• Ramon Sessions","waived"
"1546","2018-01-13","Mavericks","• Kyle Collinsworth","","signed free agent to a 10-day contract"
"1547","2018-01-14","Jazz","• Georges Niang","","signed free agent to a two way contract"
"1548","2018-01-14","Knicks","• Trey Burke","","signed free agent to a $784K contract for the remainder of the season"
"1549","2018-01-14","Pelicans","• Mike James (Perry)","","signed free agent to a two way contract"
"1550","2018-01-14","Rockets","• R.J. Hunter","","signed free agent to a two way contract"
"1551","2018-01-15","76ers","","• James Michael McAdoo / James McAdoo (Michael)","waived"
"1552","2018-01-15","Bucks","• Marshall Plumlee","","signed free agent to a two way contract"
"1553","2018-01-15","Lakers","• Gary Payton II","","signed free agent to a two way contract"
"1554","2018-01-15","Nets","","• Jacob Wiley / Jake Wiley","waived"
"1555","2018-01-15","Nets","• James Webb III","","signed free agent to a two way contract"
"1556","2018-01-15","Pistons","","• Luis Montero","waived"
"1557","2018-01-15","Pistons","• Kahlil Felder / Kay Felder","","signed free agent to a two way contract"
"1558","2018-01-15","Pistons","• Reggie Hearn","","signed free agent to a two way contract"
"1559","2018-01-15","Rockets","","• Briante Weber","waived"
"1560","2018-01-15","Rockets","• Markel Brown","","signed free agent to a two way contract"
"1561","2018-01-15","Timberwolves","• Amile Jefferson","","signed free agent to a two way contract"
"1562","2018-01-15","Hawks","• Andrew White III","","signed free agent to a two way contract"
"1563","2018-01-15","Rockets","","• Demetrius Jackson","waived"
"1564","2018-01-15","76ers","• Demetrius Jackson","","signed free agent to a two way contract"
"1565","2018-01-19","Lakers","• Nigel Hayes","","signed free agent to a 10-day contract"
"1566","2018-01-20","Celtics","• Jarell Eddie","","signed free agent to a 10-day contract"
"1567","2018-01-23","76ers","• Larry Drew II","","signed free agent to a 10-day contract"
"1568","2018-01-27","Magic","","• Adreian Payne","waived"
"1569","2018-01-29","Lakers","","• Nigel Hayes","waived"
"1570","2018-01-29","Clippers","• Tobias Harris• Avery Bradley• Boban Marjanovic• first round pick (protected top 4 in 2018-20, unprotected in 2021) (2018 #12-Miles Bridges)• 2019 second round pick (less favorable of (a) Blazers pick and (b) most favorable of Cavaliers, Magic, Rockets pick) (?-?)","• Blake Griffin• Brice Johnson• Willie Reed","trade with Pistons"
"1571","2018-01-29","Pistons","• Blake Griffin• Brice Johnson• Willie Reed","• Tobias Harris• Avery Bradley• Boban Marjanovic• first round pick (protected top 4 in 2018-20, unprotected in 2021) (2018 #12-Miles Bridges)• 2019 second round pick (less favorable of (a) Blazers pick and (b) most favorable of Cavaliers, Magic, Rockets pick) (?-?)","trade with Clippers"
"1572","2018-01-30","Celtics","","• Jarell Eddie","waived"
"1573","2018-01-30","Lakers","","• Nigel Hayes","player became a free agent"
"1574","2018-01-30","Pelicans","","• DeAndre Liggins","waived"
"1575","2018-02-01","Bulls","","• Quincy Pondexter","waived"
"1576","2018-02-01","Celtics","","• Jarell Eddie","player became a free agent"
"1577","2018-02-01","Suns","","• Greg Monroe","waived (team bought out contract)"
"1578","2018-02-01","Bulls","• Omer Asik• Tony Allen• Jameer Nelson• first round pick (protected top 5 in 2018, top 8 in 2019, top 10 in 2020, top 9 in 2021, top 6 in 2022, else 2022 second round pick, 2023 second round pick) (2018 #22-Chandler Hutchison)• Bulls option to swap 2021 second round picks with Pelicans (?-?)","• Nikola Mirotic• 2018 second round pick (#51-Tony Carr)• Bulls option to swap 2021 second round picks with Pelicans (?-?)","trade with Pelicans"
"1579","2018-02-01","Pelicans","• Nikola Mirotic• 2018 second round pick (#51-Tony Carr)• Bulls option to swap 2021 second round picks with Pelicans (?-?)","• Omer Asik• Tony Allen• Jameer Nelson• first round pick (protected top 5 in 2018, top 8 in 2019, top 10 in 2020, top 9 in 2021, top 6 in 2022, else 2022 second round pick, 2023 second round pick) (2018 #22-Chandler Hutchison)• Bulls option to swap 2021 second round picks with Pelicans (?-?)","trade with Bulls"
"1580","2018-02-02","76ers","","• Larry Drew II","player became a free agent"
"1581","2018-02-02","Suns","• Joshia Gray / Josh Gray","","signed free agent to a 10-day contract"
"1582","2018-02-03","Mavericks","","• Kyle Collinsworth","player became a free agent"
"1583","2018-02-03","Pelicans","• Emeka Okafor","","signed free agent to a 10-day contract"
