"","Date","Team","Acquired","Relinquished","Notes"
"331","2017-09-25","Thunder","• Carmelo Anthony","• Doug McDermott• Enes Kanter• 2018 second round pick (#36-Mitchell Robinson)","trade with Knicks"
"332","2017-09-25","Clippers","• 2018 second round pick (protected top 55) (not exercised)","• DeAndre Liggins• cash","trade with Hawks"
"333","2017-09-25","Hawks","• DeAndre Liggins• cash","• 2018 second round pick (protected top 55) (not exercised)","trade with Clippers"
"334","2017-10-14","Cavaliers","• rights to Sergiy Gladyr / Sergey Gladyr• rights to Dimitrios Agravanis","• Richard Jefferson• Kahlil Felder / Kay Felder• 2019 second round pick (less favorable of Lakers, Timberwolves picks) (?-?)• 2020 second round pick (protected top 55) (?-?)• $3M cash","trade with Hawks"
"335","2017-10-14","Hawks","• Richard Jefferson• Kahlil Felder / Kay Felder• 2019 second round pick (less favorable of Lakers, Timberwolves picks) (?-?)• 2020 second round pick (protected top 55) (?-?)• $3M cash","• rights to Sergiy Gladyr / Sergey Gladyr• rights to Dimitrios Agravanis","trade with Cavaliers"
"336","2017-11-07","Bucks","• Eric Bledsoe","• Greg Monroe• first round pick (protected top 10 and #17-30 in 2018, top 3 and #17-30 in 2019, top 7 in 2020, unprotected in 2021) (?-?)• 2018 second round pick (protected top 47) (not exercised)","trade with Suns"
"337","2017-11-07","Suns","• Greg Monroe• first round pick (protected top 10 and #17-30 in 2018, top 3 and #17-30 in 2019, top 7 in 2020, unprotected in 2021) (?-?)• 2018 second round pick (protected top 47) (not exercised)","• Eric Bledsoe","trade with Bucks"
"338","2017-12-07","76ers","• Trevor Booker","• Jahlil Okafor• Nik Stauskas• 2019 second round pick (?-?)","trade with Nets"
"339","2017-12-07","Nets","• Jahlil Okafor• Nik Stauskas• 2019 second round pick (?-?)","• Trevor Booker","trade with 76ers"
"340","2018-01-29","Clippers","• Tobias Harris• Avery Bradley• Boban Marjanovic• first round pick (protected top 4 in 2018-20, unprotected in 2021) (2018 #12-Miles Bridges)• 2019 second round pick (less favorable of (a) Blazers pick and (b) most favorable of Cavaliers, Magic, Rockets pick) (?-?)","• Blake Griffin• Brice Johnson• Willie Reed","trade with Pistons"
"341","2018-01-29","Pistons","• Blake Griffin• Brice Johnson• Willie Reed","• Tobias Harris• Avery Bradley• Boban Marjanovic• first round pick (protected top 4 in 2018-20, unprotected in 2021) (2018 #12-Miles Bridges)• 2019 second round pick (less favorable of (a) Blazers pick and (b) most favorable of Cavaliers, Magic, Rockets pick) (?-?)","trade with Clippers"
"342","2018-02-01","Bulls","• Omer Asik• Tony Allen• Jameer Nelson• first round pick (protected top 5 in 2018, top 8 in 2019, top 10 in 2020, top 9 in 2021, top 6 in 2022, else 2022 second round pick, 2023 second round pick) (2018 #22-Chandler Hutchison)• Bulls option to swap 2021 second round picks with Pelicans (?-?)","• Nikola Mirotic• 2018 second round pick (#51-Tony Carr)• Bulls option to swap 2021 second round picks with Pelicans (?-?)","trade with Pelicans"
"343","2018-02-01","Pelicans","• Nikola Mirotic• 2018 second round pick (#51-Tony Carr)• Bulls option to swap 2021 second round picks with Pelicans (?-?)","• Omer Asik• Tony Allen• Jameer Nelson• first round pick (protected top 5 in 2018, top 8 in 2019, top 10 in 2020, top 9 in 2021, top 6 in 2022, else 2022 second round pick, 2023 second round pick) (2018 #22-Chandler Hutchison)• Bulls option to swap 2021 second round picks with Pelicans (?-?)","trade with Bulls"
"344","2018-02-05","Bucks","• Tyler Zeller","• Rashad Vaughn• second round pick (protected #48-60 in 2018, else unprotected in 2020) (2018 #45-Hamidou Diallo)","trade with Nets"
"345","2018-02-05","Nets","• Rashad Vaughn• second round pick (protected #48-60 in 2018, else unprotected in 2020) (2018 #45-Hamidou Diallo)","• Tyler Zeller","trade with Bucks"
"346","2018-02-07","Hornets","• Guillermo Hernangomez / Willy Hernangomez","• Johnny O'Bryant III• 2020 second round pick (?-?)• 2021 second round pick (?-?)","trade with Knicks"
"347","2018-02-07","Knicks","• Johnny O'Bryant III• 2020 second round pick (?-?)• 2021 second round pick (?-?)","• Guillermo Hernangomez / Willy Hernangomez","trade with Hornets"
"348","2018-02-08","Blazers","• rights to Milovan Rakovic","• Noah Vonleh• cash","trade with Bulls"
"349","2018-02-08","Bulls","• Noah Vonleh• cash","• rights to Milovan Rakovic","trade with Blazers"
"350","2018-02-08","Cavaliers","• 2024 second round pick (protected top 55) (?-?)","• Dwyane Wade","trade with Heat"
"351","2018-02-08","Cavaliers","• Jordan Clarkson• Larry Nance Jr.","• Isaiah Thomas• Channing Frye• draft pick (protected top 3 in 2018, top 10 in 2023, else 2023 second round pick) (2018 #25-Moritz Wagner / Moe Wagner)","trade with Lakers"
"352","2018-02-08","Heat","• Dwyane Wade","• 2024 second round pick (protected top 55) (?-?)","trade with Cavaliers"
"353","2018-02-08","Lakers","• Isaiah Thomas• Channing Frye• draft pick (protected top 3 in 2018, top 10 in 2023, else 2023 second round pick) (2018 #25-Moritz Wagner / Moe Wagner)","• Jordan Clarkson• Larry Nance Jr.","trade with Cavaliers"
"354","2018-02-08","Magic","• 2018 second round pick (second least favorable of Grizzlies, Heat, Hornets picks) (#41-Jarred Vanderbilt)","• Elfrid Payton","trade with Suns"
"355","2018-02-08","Nets","• Dante Cunningham","• Rashad Vaughn","trade with Pelicans"
"356","2018-02-08","Pelicans","• Rashad Vaughn","• Dante Cunningham","trade with Nets"
"357","2018-02-08","Suns","• Elfrid Payton","• 2018 second round pick (second least favorable of Grizzlies, Heat, Hornets picks) (#41-Jarred Vanderbilt)","trade with Magic"
"358","2018-02-08","Bulls","• Willie Reed• Bulls option to swap 2022 second round picks with Pistons (?-?)","• Jameer Nelson• Bulls option to swap 2022 second round picks with Pistons (?-?)","trade with Pistons"
"359","2018-02-08","Cavaliers","• George Hill• Rodney Hood• rights to Arturas Gudaitis• Jazz option to swap 2024 second round picks with Cavaliers (?-?)","• Derrick Rose• Jae Crowder• Iman Shumpert• rights to Dimitrios Agravanis• 2020 second round pick (?-?)• Jazz option to swap 2024 second round picks with Cavaliers (?-?)• $2.1M cash","3-team trade with Jazz, Kings"
"360","2018-02-08","Grizzlies","• Brice Johnson• 2022 second round pick (less favorable of Bulls, Pistons picks) (?-?)","• James Ennis","trade with Pistons"
"361","2018-02-08","Hawks","• Okaro White","• Luke Babbitt","trade with Heat"
"362","2018-02-08","Hawks","• Sheldon McClellan / Sheldon Mac• cash","• 2019 second round pick (protected top 55) (?-?)","trade with Wizards"
"363","2018-02-08","Heat","• Luke Babbitt","• Okaro White","trade with Hawks"
"364","2018-02-08","Jazz","• Derrick Rose• Jae Crowder• Jazz option to swap 2024 second round picks with Cavaliers (?-?)","• Rodney Hood• Joe Johnson• Jazz option to swap 2024 second round picks with Cavaliers (?-?)• $1.1M cash","3-team trade with Cavaliers, Kings"
"365","2018-02-08","Kings","• Bruno Caboclo","• Malachi Richardson","trade with Raptors"
"366","2018-02-08","Kings","• Joe Johnson• Iman Shumpert• rights to Dimitrios Agravanis• 2020 second round pick (from Cavaliers) (?-?)• $2.1M cash (from Cavaliers)• $1.1M cash (from Jazz)","• George Hill• rights to Arturas Gudaitis","3-team trade with Cavaliers, Jazz"
"367","2018-02-08","Pistons","• Jameer Nelson• Bulls option to swap 2022 second round picks with Pistons (?-?)","• Willie Reed• Bulls option to swap 2022 second round picks with Pistons (?-?)","trade with Bulls"
"368","2018-02-08","Pistons","• James Ennis","• Brice Johnson• 2022 second round pick (less favorable of Bulls, Pistons picks) (?-?)","trade with Grizzlies"
"369","2018-02-08","Raptors","• Malachi Richardson","• Bruno Caboclo","trade with Kings"
"370","2018-02-08","Wizards","• 2019 second round pick (protected top 55) (?-?)","• Sheldon McClellan / Sheldon Mac• cash","trade with Hawks"
"371","2018-02-08","Knicks","• Emmanuel Mudiay","• Doug McDermott• 2018 second round pick (less favorable of Clippers, Knicks picks) (#43-Justin Jackson)","3-team trade with Mavericks, Nuggets"
"372","2018-02-08","Mavericks","• Doug McDermott• 2018 second round pick (less favorable of Blazers, Kings picks) (from Nuggets) (#54-Shake Milton)","• Devin Harris","3-team trade with Knicks, Nuggets"
"373","2018-02-08","Nuggets","• Devin Harris• 2018 second round pick (from Knicks) (less favorable of Clippers, Knicks picks) (#43-Justin Jackson)","• Emmanuel Mudiay• 2018 second round pick (less favorable of Blazers, Kings picks) (#54-Shake Milton)","3-team trade with Knicks, Mavericks"
"374","2018-06-21","76ers","• 2021 second round pick (?-?)• 2023 second round pick (?-?)","• rights to Khyri Thomas","trade with Pistons"
"375","2018-06-21","76ers","• rights to Shake Milton","• rights to Ray Spalding• rights to Kostas Antetokounmpo","trade with Mavericks"
"376","2018-06-21","76ers","• rights to Zhaire Smith• 2021 first round pick (?-?)","• rights to Mikal Bridges","trade with Suns"
"377","2018-06-21","Blazers","• rights to Gary Trent Jr.","• 2019 second round pick (more favorable of Lakers, Timberwolves picks) (?-?)• 2021 second round pick (?-?)• cash","trade with Kings"
"378","2018-06-21","Clippers","• rights to Shai Gilgeous-Alexander","• rights to Miles Bridges• 2020 second round pick (?-?)• 2021 second round pick (?-?)","trade with Hornets"
"379","2018-06-21","Hawks","• 2019 second round pick (?-?)• 2023 second round pick (?-?)","• rights to Devonte' Graham","trade with Hornets"
"380","2018-06-21","Hawks","• rights to Trae Young• first round pick (protected top 5 in 2019-20, top 3 in 2021-22, unprotected in 2023) (?-?)","• rights to Luka Doncic","trade with Mavericks"
"381","2018-06-21","Hornets","• rights to Devonte' Graham","• 2019 second round pick (?-?)• 2023 second round pick (?-?)","trade with Hawks"
"382","2018-06-21","Hornets","• rights to Miles Bridges• 2020 second round pick (?-?)• 2021 second round pick (?-?)","• rights to Shai Gilgeous-Alexander","trade with Clippers"
"383","2018-06-21","Jazz","• cash","• rights to Vincent Edwards / Vince Edwards","trade with Rockets"
"384","2018-06-21","Kings","• 2019 second round pick (more favorable of Lakers, Timberwolves picks) (?-?)• 2021 second round pick (?-?)• cash","• rights to Gary Trent Jr.","trade with Blazers"
"385","2018-06-21","Magic","• rights to Justin Jackson• 2019 second round pick (less favorable of Nuggets (protected #56-60), Wizards picks; if Nuggets pick is less favorable but falls within protected range, then Wizards pick) (?-?)","• rights to Jarred Vanderbilt","trade with Nuggets"
"386","2018-06-21","Mavericks","• rights to Luka Doncic","• rights to Trae Young• first round pick (protected top 5 in 2019-20, top 3 in 2021-22, unprotected in 2023) (?-?)","trade with Hawks"
"387","2018-06-21","Mavericks","• rights to Ray Spalding• rights to Kostas Antetokounmpo","• rights to Shake Milton","trade with 76ers"
"388","2018-06-21","Nuggets","• rights to Jarred Vanderbilt","• rights to Justin Jackson• 2019 second round pick (less favorable of Nuggets (protected #56-60), Wizards picks; if Nuggets pick is less favorable but falls within protected range, then Wizards pick) (?-?)","trade with Magic"
"389","2018-06-21","Pistons","• rights to Khyri Thomas","• 2021 second round pick (?-?)• 2023 second round pick (?-?)","trade with 76ers"
"390","2018-06-21","Rockets","• rights to Vincent Edwards / Vince Edwards","• cash","trade with Jazz"
"391","2018-06-21","Suns","• rights to Mikal Bridges","• rights to Zhaire Smith• 2021 first round pick (?-?)","trade with 76ers"
"392","2018-06-26","Clippers","• Marcin Gortat","• Austin Rivers","trade with Wizards"
"393","2018-06-26","Wizards","• Austin Rivers","• Marcin Gortat","trade with Clippers"
"394","2018-07-06","76ers","• Wilson Chandler• 2021 second round pick (?-?)• 76ers option to swap 2022 second round picks with Nuggets (?-?)","• 76ers option to swap 2022 second round picks with Nuggets (?-?)• cash","trade with Nuggets"
"395","2018-07-06","Nuggets","• 76ers option to swap 2022 second round picks with Nuggets (?-?)• cash","• Wilson Chandler• 2021 second round pick (?-?)• 76ers option to swap 2022 second round picks with Nuggets (?-?)","trade with 76ers"
"396","2018-07-06","Hornets","• 2019 second round pick (?-?)• cash","• rights to Hamidou Diallo","trade with Thunder"
"397","2018-07-06","Thunder","• rights to Hamidou Diallo","• 2019 second round pick (?-?)• cash","trade with Hornets"
"398","2018-07-06","76ers","• 2019 second round pick (?-?)• cash","• rights to Isaac Bonga","trade with Lakers"
"399","2018-07-06","Hornets","• Timofey Mozgov• rights to Hamidou Diallo• 2021 second round pick (?-?)• cash","• Dwight Howard","trade with Nets"
"400","2018-07-06","Lakers","• rights to Isaac Bonga","• 2019 second round pick (?-?)• cash","trade with 76ers"
"401","2018-07-06","Nets","• Dwight Howard","• Timofey Mozgov• rights to Hamidou Diallo• 2021 second round pick (?-?)• cash","trade with Hornets"
"402","2018-07-07","Bulls","• Julyan Stone","• Jerian Grant","3-team trade with Hornets, Magic"
"403","2018-07-07","Hornets","• Bismack Biyombo• 2019 second round pick (from Magic) (less favorable of Nuggets (protected #56-60), Wizards picks; if Nuggets pick is less favorable but falls within protected range, then Wizards pick) (?-?)• 2020 second round pick (from Magic) (less favorable of Knicks, Nets picks) (?-?)","• Timofey Mozgov• Julyan Stone","3-team trade with Bulls, Magic"
"404","2018-07-07","Magic","• Timofey Mozgov• Jerian Grant","• Bismack Biyombo• 2019 second round pick (less favorable of Nuggets (protected #56-60), Wizards picks; if Nuggets pick is less favorable but falls within protected range, then Wizards pick) (?-?)• 2020 second round pick (less favorable of Knicks, Nets picks) (?-?)","3-team trade with Bulls, Hornets"
"405","2018-07-13","Hawks","• Jeremy Lin• Hawks option to swap 2023 second round picks with Nets (?-?)• 2025 second round pick (?-?)","• Jeremy Lin","trade with Nets"
"406","2018-07-13","Nets","• rights to Isaia Cordinier• 2020 second round pick (protected top 55) (?-?)• Hawks option to swap 2023 second round picks with Nets (less favorable of Hawks, Hornets picks) (?-?)","• Jeremy Lin• Hawks option to swap 2023 second round picks with Nets (?-?)• 2025 second round pick (?-?)","trade with Hawks"
"407","2018-07-13","Nets","• Darrell Arthur• Kenneth Faried• draft pick(s) (first round pick protected top 12 in 2019-24, else 2024 second round pick, 2025 second round pick) (?-?)• 2020 second round pick (?-?)","• Isaiah Whitehead","trade with Nuggets"
"408","2018-07-13","Nuggets","• Isaiah Whitehead","• Darrell Arthur• Kenneth Faried• draft pick(s) (first round pick protected top 12 in 2019-24, else 2024 second round pick, 2025 second round pick) (?-?)• 2020 second round pick (?-?)","trade with Nets"
"409","2018-07-17","Grizzlies","• Garrett Temple","• Ben McLemore• Deyonta Davis• 2021 second round pick (?-?)• $1.5M cash","trade with Kings"
"410","2018-07-17","Kings","• Ben McLemore• Deyonta Davis• 2021 second round pick (?-?)• $1.5M cash","• Garrett Temple","trade with Grizzlies"
"411","2018-07-18","Raptors","• Kawhi Leonard• Danny Green• $5M cash","• DeMar DeRozan• Jakob Poeltl• draft pick(s) (2019 first round pick protected top 20 in 2019, else 2020 second round pick, 2023 second round pick) (?-?)","trade with Spurs"
"412","2018-07-18","Spurs","• DeMar DeRozan• Jakob Poeltl• draft pick(s) (2019 first round pick protected top 20 in 2019, else 2020 second round pick, 2023 second round pick) (?-?)","• Kawhi Leonard• Danny Green• $5M cash","trade with Raptors"
"413","2018-07-20","76ers","• $1M cash","• Richaun Holmes","trade with Suns"
"414","2018-07-20","Magic","• Dakari Johnson• cash","• Rodney Purvis","trade with Thunder"
"415","2018-07-20","Nets","• Jared Dudley• 2021 second round pick (protected #31-35) (?-?)","• Darrell Arthur","trade with Suns"
"416","2018-07-20","Suns","• Darrell Arthur","• Jared Dudley• 2021 second round pick (protected #31-35) (?-?)","trade with Nets"
"417","2018-07-20","Suns","• Richaun Holmes","• $1M cash","trade with 76ers"
"418","2018-07-20","Thunder","• Rodney Purvis","• Dakari Johnson• cash","trade with Magic"
"419","2018-07-22","Clippers","• Johnathan Motley• rights to Renaldas Seibutis","• rights to Maarty Leunen• $50K cash","trade with Mavericks"
"420","2018-07-22","Mavericks","• rights to Maarty Leunen• $50K cash","• Johnathan Motley• rights to Renaldas Seibutis","trade with Clippers"
"421","2018-07-23","Celtics","• Rodney Purvis","• Abdel Nader• $450K cash","trade with Thunder"
"422","2018-07-23","Grizzlies","• Dakari Johnson• rights to Tyler Harvey","• Jarell Martin• cash","trade with Magic"
"423","2018-07-23","Magic","• Jarell Martin• cash","• Dakari Johnson• rights to Tyler Harvey","trade with Grizzlies"
"424","2018-07-23","Thunder","• Abdel Nader• $450K cash","• Rodney Purvis","trade with Celtics"
"425","2018-07-25","76ers","• Mike Muscala","• Justin Anderson• Timothe Luwawu / Timothe Luwawu-Cabarrot","3-team trade with Hawks, Thunder"
"426","2018-07-25","Hawks","• Carmelo Anthony• Justin Anderson• draft pick(s) (2022 first round pick, protected top 14 in 2022, else 2024 second round pick, 2025 second round pick (?-?)) (from Thunder) (?-?)","• Dennis Schroder• Mike Muscala","3-team trade with 76ers, Thunder"
"427","2018-07-25","Thunder","• Dennis Schroder• Timothe Luwawu / Timothe Luwawu-Cabarrot","• Carmelo Anthony• draft pick(s) (2022 first round pick, protected top 14 in 2022, else 2024 second round pick, 2025 second round pick (?-?)","3-team trade with 76ers, Hawks"
"428","2018-08-02","Mavericks","• Chinanu Onuaku• Mavericks option to swap 2020 second round picks with Rockets (?-?)• cash","• rights to Maarty Leunen• Mavericks option to swap 2020 second round picks with Rockets (?-?)","trade with Rockets"
"429","2018-08-02","Rockets","• rights to Maarty Leunen• Mavericks option to swap 2020 second round picks with Rockets (?-?)","• Chinanu Onuaku• Mavericks option to swap 2020 second round picks with Rockets (?-?)• cash","trade with Mavericks"
"430","2018-08-07","Cavaliers","• Sam Dekker• rights to Renaldas Seibutis• cash","• rights to Vladimir Veremeenko","trade with Clippers"
"431","2018-08-07","Clippers","• rights to Vladimir Veremeenko","• Sam Dekker• rights to Renaldas Seibutis• cash","trade with Cavaliers"
"432","2018-08-31","Rockets","• Marquese Chriss• Brandon Knight","• Ryan Anderson• rights to De'Anthony Melton","trade with Suns"
"433","2018-08-31","Suns","• Ryan Anderson• rights to De'Anthony Melton","• Marquese Chriss• Brandon Knight","trade with Rockets"
"434","2018-10-15","Bucks","• Jodie Meeks• modification of protection on 2020 second round pick previously traded from Wizards to Bucks in Jared Dudley trade (now protected top 45 in 2020, else unprotected in 2022) (?-?)• cash","• modification of protection on 2020 second round pick previously traded from Wizards to Bucks in Jared Dudley trade (now protected top 45 in 2020, else unprotected in 2022) (?-?)","trade with Wizards"
"435","2018-10-15","Wizards","• modification of protection on 2020 second round pick previously traded from Wizards to Bucks in Jared Dudley trade (now protected top 45 in 2020, else unprotected in 2022) (?-?)","• Jodie Meeks• modification of protection on 2020 second round pick previously traded from Wizards to Bucks in Jared Dudley trade (now protected top 45 in 2020, else unprotected in 2022) (?-?)• cash","trade with Bucks"
"436","2018-10-15","Clippers","• Alexis Ajinca / Alex Ajinca","• Wesley Johnson / Wes Johnson","trade with Pelicans"
"437","2018-10-15","Pelicans","• Wesley Johnson / Wes Johnson","• Alexis Ajinca / Alex Ajinca","trade with Clippers"
"438","2018-11-12","76ers","• Jimmy Butler• Justin Patton","• Robert Covington• Dario Saric• Jerryd Bayless• 2022 second round pick (more favorable of 76ers, Nuggets picks) (?-?)","trade with Timberwolves"
"439","2018-11-12","Timberwolves","• Robert Covington• Dario Saric• Jerryd Bayless• 2022 second round pick (more favorable of 76ers, Nuggets picks) (?-?)","• Jimmy Butler• Justin Patton","trade with 76ers"
"440","2018-11-29","Cavaliers","• Alec Burks• 2020 second round pick (?-?)• 2021 second round pick (?-?)","• Kyle Korver","trade with Jazz"
"441","2018-11-29","Jazz","• Kyle Korver","• Alec Burks• 2020 second round pick (?-?)• 2021 second round pick (?-?)","trade with Cavaliers"
"442","2018-12-07","Bucks","• George Hill• Jason Smith• modification of protection on 2020 second round pick previously acquired from Wizards (pick now unprotected)• 2021 second round pick (from Cavaliers) (?-?)• cash (from Wizards)","• Matthew Dellavedova / Matt Dellavedova• John Henson• draft pick(s) (first round protected top 14 in 2021 if Bucks send first round pick to Suns in 2019, top 10 in 2022 if Bucks send first round pick to Suns in 2020, top 10 in 2023, top 8 in 2024, else 2024 second round pick, 2025 second round pick) (?-?)• 2021 second round pick (?-?)","3-team trade with Cavaliers, Wizards"
"443","2018-12-07","Cavaliers","• Matthew Dellavedova / Matt Dellavedova• John Henson• draft pick(s) (from Bucks) (first round protected top 14 in 2021 if Bucks sends first round pick to Suns in 2019, top 10 in 2022 if Bucks send first round pick to Suns in 2020, top 10 in 2023, top 8 in 2024, else 2024 second round pick, 2025 second round pick) (?-?)• 2021 second round pick (from Bucks) (?-?)• 2022 second round pick (from Wizards) (?-?)","• George Hill• Sam Dekker• 2021 second round pick (?-?)","3-team trade with Bucks, Wizards"
"444","2018-12-07","Wizards","• Sam Dekker","• Jason Smith• modification of protection on 2020 second round pick previously traded to Bucks (pick now unprotected)• 2022 second round pick (?-?)• cash","3-team trade with Bucks, Cavaliers"
"445","2018-12-17","Suns","• Kelly Oubre Jr.• Austin Rivers","• Trevor Ariza","trade with Wizards"
"446","2018-12-17","Wizards","• Trevor Ariza","• Kelly Oubre Jr.• Austin Rivers","trade with Suns"
"447","2019-01-03","Bulls","• MarShon Brooks• Wayne Selden Jr.• 2019 second round pick (?-?)• 2020 second round pick (?-?)","• Justin Holiday","trade with Grizzlies"
"448","2019-01-03","Grizzlies","• Justin Holiday","• MarShon Brooks• Wayne Selden Jr.• 2019 second round pick (?-?)• 2020 second round pick (?-?)","trade with Bulls"
"449","2019-01-07","Bulls","• Michael Carter-Williams• cash","• 2020 second round pick (protected top 55) (?-?)","trade with Rockets"
"450","2019-01-07","Rockets","• 2020 second round pick (protected top 55) (?-?)","• Michael Carter-Williams• cash","trade with Bulls"
"451","2019-01-22","Bulls","• Carmelo Anthony• rights to Jon Diebler• cash","• rights to Tadija Dragicevic","trade with Rockets"
"452","2019-01-22","Rockets","• rights to Tadija Dragicevic","• Carmelo Anthony• rights to Jon Diebler• cash","trade with Bulls"
